N,P,K,temperature,humidity,pH,rainfall,crop,variety
118.84,50.66,98.03,20.61,70.36,6.82,188.32,Turmeric(raw),Other
171.43,97.52,98.41,20.02,70.07,6.41,80.84,Potato,Potato
20.19,42.55,22.57,31.65,52.9,6.07,60.44,Green Gram Dal(Moong Dal),Green Gram Dal
114.24,42.41,112.39,25.6,70.22,5.7,185.72,Turmeric(raw),Other
26.46,52.77,20.34,18.25,44.17,7.34,54.3,Bengal Gram(Gram)(Whole),Desi (Whole)
120.14,57.13,114.28,20.2,65.17,6.89,92.96,Orange,Orange
92.19,46.93,51.96,18.68,67.44,7.34,78.45,Garlic,Garlic
103.83,68.63,60.76,15.42,74.33,6.75,96.71,Cauliflower,Cauliflower
102.94,49.69,118.87,24.64,61.47,6.89,81.54,Mango(Raw-Ripe),Other
127.52,43.41,83.6,25.73,61.23,7.48,156.26,Turmeric(raw),Other
26.46,49.02,36.5,27.72,66.68,6.45,57.1,Groundnut,Local
18.89,46.74,19.28,34.52,76.31,7.42,73.09,Green Gram Dal(Moong Dal),Green Gram Dal
191.86,143.89,169.1,33.5,74.47,6.92,187.62,Papaya,Papaya
36.44,53.07,35.48,15.73,45.23,7.04,66.57,Bengal Gram(Gram)(Whole),Desi (Whole)
177.91,142.25,170.12,33.25,63.81,7.35,149.1,Papaya,Papaya
101.92,48.03,40.07,24.56,68.25,6.51,72.68,Brinjal,Brinjal
31.55,42.15,32.23,28.27,61.55,6.09,89.35,Groundnut,Local
103.18,47.19,57.05,24.46,85.61,5.57,282.76,Rice,Common
66.7,31.79,44.93,34.74,77.88,6.59,65.03,Bhindi(Ladies Finger),Bhindi
81.77,57.88,54.56,29.17,85.46,6.64,161.28,Rice,Common
91.54,42.95,42.59,31.44,77.03,6.6,287.08,Rice,Common
66.11,30.08,65.19,28.81,64.45,6.73,93.86,Grapes,Other
123.8,62.89,54.62,15.87,77.75,7.03,56.34,Cabbage,Cabbage
107.6,43.9,45.68,27.09,63.99,6.21,55.9,Green Chilli,Green Chilly
33.43,55.84,37.28,26.8,53.36,6.64,60.7,Arhar Dal(Tur Dal),Arhar Dal(Tur)
23.88,30.16,24.8,26.6,72.43,6.27,58.1,Green Gram Dal(Moong Dal),Green Gram Dal
88.24,39.18,98.06,19.02,66.25,7.02,73.91,Grapes,Other
20.92,69.2,35.95,27.58,59.7,6.92,97.97,Soyabean,Local
77.55,48.23,57.49,17.19,54.05,7.41,78.27,Garlic,Garlic
100.19,63.52,69.51,19.43,72.82,6.21,84.68,Cabbage,Cabbage
144.26,51.99,43.48,33.92,62.36,6.09,86.75,Cotton,Other
84.9,45.82,58.62,25.52,61.25,6.6,86.91,Green Chilli,Green Chilly
40.7,32.25,81.87,31.51,83.28,6.59,153.03,Coconut,Coconut
82.56,43.75,95.63,28.25,47.75,6.91,128.86,Mango(Raw-Ripe),Other
129.05,88.28,110.07,17.95,72.71,6.05,55.43,Potato,Potato
28.58,59.86,49.53,22.25,63.25,7.25,50.54,Groundnut,Local
111.99,52.08,48.85,26.54,61.25,6.1,79.07,Brinjal,Brinjal
107.96,45.71,106.78,24.99,68.33,6.12,125.25,Turmeric(raw),Other
183.12,146.44,244.64,34.53,64.71,6.14,197.54,Papaya,Papaya
105.88,51.89,59.51,18.38,78.78,7.14,59.81,Cabbage,Cabbage
72.59,33.58,107.55,26.93,72.18,5.96,176.59,Coconut,Coconut
115.53,40.66,110.95,20.85,63.59,6.84,146.39,Turmeric(raw),Other
125.03,75.31,77.46,22.46,79.72,7.49,102.67,Tomato,Tomato
61.05,48.47,32.29,28.62,70.41,6.03,77.59,Bhindi(Ladies Finger),Bhindi
84.05,33.72,42.16,18.7,59.84,6.89,67.76,Mustard,Mustard
80.09,40.91,44.43,24.6,56.58,6.14,51.25,Green Chilli,Green Chilly
72.07,47.71,58.87,22.46,61.5,6.4,98.82,Pumpkin,Pumpkin
241.41,72.62,272.63,26.05,90.15,6.53,223.54,Banana,Other
148.7,79.69,60.16,24.75,64.34,6.84,127.75,Tomato,Tomato
61.73,49.04,40.06,23.82,67.53,7.08,61.7,Pumpkin,Pumpkin
136.0,63.33,61.15,20.59,65.04,6.19,64.44,Cabbage,Cabbage
20.21,51.73,44.39,24.03,58.03,7.16,82.4,Soyabean,Local
58.27,39.91,37.55,18.03,65.56,6.16,66.74,Coriander(Leaves),Coriander
62.58,46.92,56.35,20.91,67.3,6.88,78.49,Garlic,Garlic
73.4,38.87,94.11,29.83,78.76,6.88,159.14,Coconut,Coconut
129.86,62.21,74.67,24.32,64.68,7.17,85.84,Tomato,Tomato
88.55,44.01,59.59,24.95,51.4,7.05,61.64,Onion,Local
110.84,64.29,59.91,18.89,70.0,6.57,87.47,Cabbage,Cabbage
110.07,41.31,102.85,28.06,65.95,6.25,153.12,Ginger(Green),Green Ginger
102.76,42.96,41.46,21.86,68.95,6.16,84.73,Onion,Local
178.59,107.42,104.11,18.46,69.27,5.8,94.13,Potato,Potato
24.89,49.32,39.4,17.15,58.75,7.97,60.52,Bengal Gram(Gram)(Whole),Desi (Whole)
74.01,46.69,42.19,29.77,64.78,7.39,78.98,Bhindi(Ladies Finger),Bhindi
59.59,30.54,36.8,17.61,54.33,6.11,75.14,Coriander(Leaves),Coriander
93.62,59.49,53.68,27.79,89.81,5.85,160.16,Rice,Common
44.95,24.88,31.36,20.29,67.98,6.12,64.26,Coriander(Leaves),Coriander
60.03,48.58,49.14,20.03,63.15,6.13,47.2,Mustard,Mustard
57.4,38.39,91.01,16.91,78.45,6.48,96.09,Apple,Apple
137.56,67.54,74.42,23.51,60.71,6.73,59.9,Tomato,Tomato
35.99,54.57,31.73,17.07,44.01,7.8,63.49,Bengal Gram(Gram)(Whole),Desi (Whole)
25.13,48.57,28.36,24.97,61.54,6.19,60.08,Arhar Dal(Tur Dal),Arhar Dal(Tur)
102.14,46.77,51.35,20.41,50.91,7.94,66.66,Wheat,Local
26.29,46.58,41.22,26.52,52.5,7.28,71.57,Groundnut,Local
105.14,45.57,50.67,31.34,79.13,7.84,62.36,Cotton,Other
65.4,32.31,37.46,27.47,76.84,6.14,173.66,Paddy(Basmati),Basmati
64.09,53.46,44.66,19.18,52.17,7.08,75.99,Garlic,Garlic
23.28,54.23,43.93,20.45,74.33,7.25,81.5,Soyabean,Local
38.1,42.96,26.06,27.55,65.05,7.09,62.44,Arhar Dal(Tur Dal),Arhar Dal(Tur)
65.92,45.93,91.41,17.91,53.6,6.77,98.47,Grapes,Other
159.15,46.9,239.04,28.01,77.87,7.42,169.77,Banana,Other
98.23,43.63,41.99,29.32,78.61,6.74,69.47,Brinjal,Brinjal
98.6,44.93,97.09,20.95,71.71,5.61,124.33,Ginger(Green),Green Ginger
98.94,49.63,57.02,22.1,61.92,6.67,73.57,Brinjal,Brinjal
123.51,53.36,51.18,27.36,70.71,6.65,63.33,Maize,Hybrid/Local
108.42,53.51,53.89,25.42,78.25,5.86,295.33,Rice,Common
138.76,77.75,67.74,27.1,67.01,7.41,108.15,Tomato,Tomato
168.64,56.29,114.66,33.91,79.99,6.35,193.25,Sugarcane,Other
34.31,45.51,46.09,29.03,62.58,7.19,79.89,Groundnut,Local
221.69,71.21,111.98,23.97,64.29,6.05,163.16,Sugarcane,Other
225.13,62.51,264.7,32.62,87.92,6.37,185.65,Banana,Other
123.02,49.21,100.23,29.54,67.65,5.86,180.01,Turmeric(raw),Other
69.95,46.46,37.47,26.91,76.9,5.77,122.33,Paddy(Basmati),Basmati
246.54,103.42,185.08,28.81,65.65,6.31,111.3,Papaya,Papaya
102.76,43.0,106.95,29.49,67.6,7.03,113.25,Mango(Raw-Ripe),Other
26.93,56.56,33.07,20.88,74.28,7.04,62.53,Soyabean,Local
116.15,67.7,74.94,19.24,62.15,6.37,64.77,Tomato,Tomato
23.22,53.3,41.68,24.95,69.95,6.83,79.92,Groundnut,Local
57.9,34.51,21.28,19.36,59.68,6.18,62.69,Coriander(Leaves),Coriander
136.29,53.6,52.53,34.55,63.01,7.65,81.6,Cotton,Other
104.55,63.33,71.22,22.27,70.79,6.32,124.42,Tomato,Tomato
33.14,66.5,39.82,25.54,57.03,7.0,102.38,Soyabean,Local
40.02,27.82,36.29,22.88,58.0,7.1,57.46,Coriander(Leaves),Coriander
124.45,64.53,67.87,18.05,65.07,6.27,87.02,Tomato,Tomato
68.02,43.77,31.25,21.78,60.22,7.68,71.75,Mustard,Mustard
147.21,70.55,63.02,21.24,83.78,7.25,144.37,Tomato,Tomato
92.1,34.83,78.52,26.36,55.88,6.55,65.82,Grapes,Other
105.42,55.85,116.92,22.76,68.6,7.17,147.36,Turmeric(raw),Other
75.5,26.84,37.3,30.27,46.57,7.58,74.45,Bajra(Pearl Millet/Cumbu),Hybrid
87.64,49.67,46.93,33.74,62.39,6.98,63.44,Bhindi(Ladies Finger),Bhindi
29.5,55.36,31.5,26.84,50.59,7.2,99.3,Groundnut,Local
22.26,40.51,31.5,21.18,61.85,6.65,77.62,Arhar Dal(Tur Dal),Arhar Dal(Tur)
40.23,23.46,39.66,21.29,52.85,6.01,75.36,Coriander(Leaves),Coriander
87.64,41.79,103.22,20.16,74.0,6.35,175.04,Ginger(Green),Green Ginger
71.82,42.07,54.35,20.06,52.47,6.38,91.18,Pumpkin,Pumpkin
72.76,23.62,26.8,33.87,58.36,6.99,38.03,Bajra(Pearl Millet/Cumbu),Hybrid
65.85,20.31,106.73,27.14,72.29,6.16,229.16,Coconut,Coconut
111.94,59.0,48.19,15.43,59.23,7.06,82.27,Wheat,Local
84.86,41.07,32.46,18.5,66.33,6.33,64.54,Mustard,Mustard
88.74,35.35,34.21,27.22,66.36,6.97,88.05,Bhindi(Ladies Finger),Bhindi
25.13,47.9,20.38,25.87,64.95,7.33,98.87,Arhar Dal(Tur Dal),Arhar Dal(Tur)
29.3,45.4,22.73,21.5,51.22,6.26,52.61,Bengal Gram(Gram)(Whole),Desi (Whole)
33.7,42.33,42.26,29.69,68.85,7.07,87.19,Groundnut,Local
78.33,33.05,31.5,34.17,55.3,7.52,62.47,Bajra(Pearl Millet/Cumbu),Hybrid
113.26,42.67,105.43,28.43,69.28,6.08,146.75,Ginger(Green),Green Ginger
61.8,44.42,39.15,23.5,65.14,7.78,76.87,Mustard,Mustard
78.8,34.34,99.85,20.52,68.58,6.43,107.79,Apple,Apple
111.34,46.95,42.25,34.32,55.64,6.2,61.86,Cotton,Other
74.06,27.66,98.67,17.58,68.69,6.4,98.88,Apple,Apple
50.7,24.83,29.02,34.22,56.88,7.1,77.82,Bajra(Pearl Millet/Cumbu),Hybrid
106.96,57.22,94.06,23.19,64.7,5.68,198.37,Turmeric(raw),Other
62.81,32.1,30.55,34.65,40.31,7.89,36.02,Bajra(Pearl Millet/Cumbu),Hybrid
29.76,47.16,26.39,20.18,46.26,6.08,41.9,Bengal Gram(Gram)(Whole),Desi (Whole)
49.71,33.47,32.13,31.94,51.14,7.04,73.24,Bajra(Pearl Millet/Cumbu),Hybrid
109.39,59.84,99.59,21.9,68.14,5.79,192.07,Ginger(Green),Green Ginger
226.96,133.31,205.1,28.84,64.97,7.0,146.92,Papaya,Papaya
89.1,53.85,58.7,18.57,64.39,6.3,74.23,Garlic,Garlic
121.94,50.28,58.86,22.36,69.35,6.74,79.27,Maize,Hybrid/Local
17.73,33.86,25.91,25.3,58.25,6.06,75.41,Green Gram Dal(Moong Dal),Green Gram Dal
78.62,45.49,33.44,22.01,73.62,6.92,165.42,Paddy(Basmati),Basmati
121.36,46.83,59.3,30.92,55.45,6.08,61.11,Cotton,Other
140.48,68.04,61.51,20.19,64.21,6.2,92.74,Cabbage,Cabbage
40.72,25.45,115.42,25.27,80.8,7.6,240.37,Coconut,Coconut
69.78,40.2,32.39,34.04,67.31,7.22,84.25,Bhindi(Ladies Finger),Bhindi
82.55,40.86,81.64,25.17,54.72,6.98,82.02,Mango(Raw-Ripe),Other
61.49,35.67,42.28,15.23,61.47,7.68,56.79,Mustard,Mustard
71.75,42.81,51.38,17.49,56.28,6.81,68.55,Garlic,Garlic
146.57,57.64,52.21,23.4,56.56,7.26,87.97,Maize,Hybrid/Local
82.06,48.38,47.41,29.28,63.71,7.0,92.57,Brinjal,Brinjal
37.24,43.33,45.14,27.76,58.84,6.21,50.18,Groundnut,Local
140.15,51.06,109.06,24.67,73.41,6.36,148.41,Orange,Orange
88.93,47.61,45.37,20.56,54.31,7.07,85.42,Garlic,Garlic
97.84,52.65,80.78,34.49,74.52,6.38,93.54,Mango(Raw-Ripe),Other
145.21,63.83,68.26,22.97,74.85,7.22,94.77,Maize,Hybrid/Local
18.41,32.49,28.73,29.57,51.72,6.61,79.7,Green Gram Dal(Moong Dal),Green Gram Dal
124.86,55.56,63.7,19.2,60.58,6.71,88.82,Cabbage,Cabbage
136.02,78.0,66.92,20.86,66.28,6.47,126.17,Tomato,Tomato
73.29,35.23,43.43,22.9,56.3,6.54,45.82,Mustard,Mustard
20.6,49.12,40.6,24.4,58.97,6.85,58.96,Groundnut,Local
25.66,49.67,34.69,25.52,65.5,6.88,69.52,Groundnut,Local
109.86,50.29,49.17,23.43,66.71,6.95,86.85,Onion,Local
75.43,31.76,84.53,19.38,75.91,5.62,93.03,Apple,Apple
90.64,57.37,43.01,24.49,52.94,6.67,65.64,Garlic,Garlic
80.51,40.49,45.4,22.91,55.82,6.46,61.56,Garlic,Garlic
179.11,64.1,279.93,33.95,82.86,7.34,164.77,Banana,Other
123.5,48.35,96.2,27.49,72.46,6.64,104.73,Orange,Orange
190.79,62.04,273.78,25.47,79.96,7.08,244.09,Banana,Other
81.73,54.16,117.46,26.4,72.6,5.52,152.09,Ginger(Green),Green Ginger
50.1,25.0,32.11,16.25,65.29,6.15,50.04,Coriander(Leaves),Coriander
117.19,45.4,84.08,21.41,77.04,5.97,145.33,Ginger(Green),Green Ginger
86.09,41.72,43.9,25.42,66.62,6.14,196.2,Paddy(Basmati),Basmati
110.76,67.37,55.35,19.94,69.49,6.12,55.15,Cauliflower,Cauliflower
73.32,31.53,23.97,25.12,42.97,6.71,69.4,Bajra(Pearl Millet/Cumbu),Hybrid
21.08,40.51,39.66,19.38,52.62,7.91,38.29,Bengal Gram(Gram)(Whole),Desi (Whole)
120.33,56.5,69.69,16.65,77.97,6.23,55.58,Cauliflower,Cauliflower
163.02,101.87,170.34,28.07,74.87,6.12,169.41,Papaya,Papaya
82.47,33.19,67.76,25.13,56.73,7.11,95.9,Grapes,Other
191.58,112.15,244.11,33.33,71.67,6.81,194.58,Papaya,Papaya
95.01,52.18,54.56,16.69,52.38,6.14,61.86,Wheat,Local
173.04,139.27,199.56,32.4,70.11,6.38,112.29,Papaya,Papaya
88.88,50.37,54.28,27.95,68.4,6.61,60.86,Brinjal,Brinjal
116.7,52.07,49.09,25.13,77.62,6.46,270.98,Rice,Common
78.51,44.93,52.23,22.68,52.34,6.09,55.31,Pumpkin,Pumpkin
54.74,35.91,20.41,16.45,53.61,6.89,43.28,Coriander(Leaves),Coriander
106.36,57.34,58.98,24.3,58.68,6.85,66.17,Onion,Local
144.74,59.51,65.84,19.2,66.64,6.8,85.96,Cabbage,Cabbage
138.13,71.86,73.05,18.68,69.8,7.16,70.64,Tomato,Tomato
120.65,54.68,62.97,20.79,63.03,5.97,62.21,Maize,Hybrid/Local
118.0,54.61,62.39,15.22,76.93,6.7,69.49,Cabbage,Cabbage
31.64,54.05,27.77,29.54,52.11,7.33,69.08,Arhar Dal(Tur Dal),Arhar Dal(Tur)
90.25,50.99,40.75,23.01,61.43,6.29,97.4,Pumpkin,Pumpkin
29.72,62.75,46.81,26.94,55.49,6.07,112.64,Soyabean,Local
106.73,45.21,56.31,18.76,53.03,6.77,68.35,Wheat,Local
97.33,43.57,52.32,18.69,60.6,7.23,76.07,Onion,Local
71.64,39.89,34.46,20.34,67.0,7.33,60.28,Mustard,Mustard
119.57,49.78,57.88,22.83,69.57,6.96,113.35,Brinjal,Brinjal
143.65,56.22,58.14,23.79,63.73,6.08,74.42,Maize,Hybrid/Local
32.14,40.71,36.41,27.97,68.77,6.14,68.44,Arhar Dal(Tur Dal),Arhar Dal(Tur)
62.63,30.8,31.09,25.34,75.02,6.31,151.61,Paddy(Basmati),Basmati
86.21,50.43,58.83,28.9,66.88,7.28,50.45,Green Chilli,Green Chilly
107.19,58.1,45.92,23.0,78.07,6.83,116.37,Brinjal,Brinjal
111.58,47.55,48.21,23.77,53.29,6.71,70.65,Green Chilli,Green Chilly
31.23,52.37,43.33,27.77,57.05,6.22,80.83,Groundnut,Local
137.67,95.07,117.02,20.58,64.96,5.54,68.2,Potato,Potato
54.6,37.51,98.74,29.24,86.22,7.15,215.52,Coconut,Coconut
82.18,31.81,40.16,24.99,66.46,6.17,41.02,Mustard,Mustard
116.36,59.63,80.86,17.9,63.92,7.44,82.21,Orange,Orange
97.1,44.86,104.69,23.21,73.06,6.19,183.96,Ginger(Green),Green Ginger
106.71,67.55,58.83,21.25,66.83,6.81,54.78,Cabbage,Cabbage
83.08,54.57,52.86,19.63,56.29,6.82,90.93,Onion,Local
23.9,36.89,21.18,27.79,69.03,6.03,73.35,Green Gram Dal(Moong Dal),Green Gram Dal
148.02,61.21,64.02,19.12,62.78,6.04,125.95,Tomato,Tomato
96.55,45.29,117.13,30.08,71.21,5.69,136.74,Mango(Raw-Ripe),Other
61.64,31.9,63.08,23.22,59.95,6.88,93.84,Grapes,Other
94.95,52.18,45.91,27.12,75.68,6.99,114.36,Brinjal,Brinjal
88.63,41.0,49.24,18.48,57.78,6.2,92.91,Garlic,Garlic
76.72,37.01,98.7,18.89,52.46,6.39,63.8,Grapes,Other
165.85,91.63,94.65,17.44,63.67,6.1,79.19,Potato,Potato
69.61,39.69,88.24,30.16,77.82,5.72,224.18,Coconut,Coconut
97.71,52.39,42.81,18.76,62.88,6.57,70.09,Garlic,Garlic
147.09,58.99,57.53,23.41,70.59,6.61,88.49,Maize,Hybrid/Local
147.1,74.68,75.0,19.0,78.89,6.45,97.82,Tomato,Tomato
48.84,32.95,36.59,24.35,69.0,6.89,43.77,Coriander(Leaves),Coriander
104.29,52.62,47.56,22.13,86.84,6.08,232.75,Rice,Common
201.68,69.36,107.34,20.16,61.19,6.35,235.2,Sugarcane,Other
61.22,25.03,67.85,21.92,74.01,6.32,100.04,Apple,Apple
88.16,41.63,41.47,27.5,52.27,6.81,52.45,Green Chilli,Green Chilly
104.69,42.43,94.48,23.77,70.81,5.96,176.87,Ginger(Green),Green Ginger
37.16,65.98,49.95,22.1,59.86,6.75,108.45,Soyabean,Local
153.51,46.48,220.68,28.01,80.4,6.1,198.99,Banana,Other
72.5,43.54,42.31,18.53,55.68,7.33,65.53,Mustard,Mustard
101.73,68.59,60.82,22.4,55.61,6.44,71.46,Maize,Hybrid/Local
91.19,49.11,72.26,16.21,57.13,6.61,61.44,Grapes,Other
25.67,57.81,30.31,28.79,63.58,6.89,77.38,Soyabean,Local
100.62,56.42,58.86,29.14,56.36,6.85,95.87,Green Chilli,Green Chilly
35.81,47.67,34.45,24.35,60.6,6.39,58.23,Groundnut,Local
118.61,64.43,69.51,27.84,68.52,6.46,71.19,Tomato,Tomato
77.39,48.87,47.15,22.46,61.23,7.43,93.43,Pumpkin,Pumpkin
42.45,20.1,31.4,21.98,61.76,6.9,50.49,Coriander(Leaves),Coriander
128.01,67.16,78.74,27.4,84.92,7.31,111.22,Tomato,Tomato
157.09,59.85,272.02,32.0,80.84,7.47,211.34,Banana,Other
62.82,45.09,52.72,28.47,60.58,6.97,86.18,Pumpkin,Pumpkin
144.04,79.6,78.72,18.71,82.36,7.02,79.54,Tomato,Tomato
163.63,94.06,93.52,18.35,75.09,5.86,90.42,Potato,Potato
66.4,51.03,43.87,16.47,60.3,6.1,98.34,Garlic,Garlic
83.78,45.8,57.1,29.41,65.96,6.69,71.13,Green Chilli,Green Chilly
112.91,62.0,65.26,26.1,73.76,6.42,83.14,Maize,Hybrid/Local
91.57,45.86,53.14,19.79,51.15,6.38,63.84,Onion,Local
149.35,65.95,72.74,24.43,72.75,6.96,83.67,Tomato,Tomato
244.4,59.54,96.79,21.88,67.91,6.42,230.12,Sugarcane,Other
199.07,57.04,257.82,29.06,77.88,7.12,209.08,Banana,Other
67.85,26.54,92.83,32.97,89.69,6.35,164.5,Coconut,Coconut
195.12,139.77,242.67,32.5,78.4,6.84,143.61,Papaya,Papaya
164.91,88.4,86.32,19.65,66.74,6.29,97.35,Potato,Potato
35.34,66.5,35.53,27.6,64.78,7.47,93.54,Soyabean,Local
19.51,33.94,24.46,34.49,62.72,7.13,40.39,Green Gram Dal(Moong Dal),Green Gram Dal
137.31,75.26,75.81,26.74,62.53,6.85,131.09,Tomato,Tomato
137.42,106.29,98.01,17.33,72.02,5.67,80.61,Potato,Potato
60.92,47.31,49.48,19.93,55.5,7.36,81.76,Garlic,Garlic
130.02,56.75,117.94,27.36,73.98,5.77,152.13,Turmeric(raw),Other
75.97,41.18,45.47,25.65,73.69,6.43,66.73,Bhindi(Ladies Finger),Bhindi
175.38,99.46,98.06,20.08,72.63,6.31,61.02,Potato,Potato
232.15,120.79,204.37,27.82,63.34,6.41,179.58,Papaya,Papaya
100.04,59.43,83.09,20.92,77.77,5.77,164.61,Ginger(Green),Green Ginger
37.48,57.36,42.51,20.06,65.37,7.45,81.16,Soyabean,Local
21.52,48.74,15.3,27.14,66.37,6.12,63.63,Green Gram Dal(Moong Dal),Green Gram Dal
81.88,59.8,82.37,25.31,49.74,6.75,118.09,Mango(Raw-Ripe),Other
69.74,44.75,59.91,23.32,58.2,6.93,59.66,Garlic,Garlic
88.9,52.16,45.11,25.81,73.63,6.0,293.23,Rice,Common
131.89,51.01,111.38,18.38,60.91,6.04,90.03,Orange,Orange
49.8,33.03,39.19,18.53,51.19,6.23,46.27,Coriander(Leaves),Coriander
65.78,23.12,21.36,25.03,44.0,6.83,53.44,Bajra(Pearl Millet/Cumbu),Hybrid
68.8,49.64,48.63,23.52,50.4,6.25,99.93,Garlic,Garlic
106.45,48.45,94.15,21.29,73.64,6.27,141.66,Turmeric(raw),Other
53.02,32.62,25.94,21.56,57.81,6.56,62.23,Coriander(Leaves),Coriander
86.75,32.44,71.16,16.76,59.93,6.25,55.4,Grapes,Other
54.8,27.0,106.11,28.36,80.2,7.38,185.7,Coconut,Coconut
119.67,46.12,98.73,16.35,60.8,6.85,148.31,Orange,Orange
28.41,37.24,27.39,34.4,71.84,6.04,60.67,Green Gram Dal(Moong Dal),Green Gram Dal
102.15,51.58,59.81,26.78,59.97,7.29,98.72,Green Chilli,Green Chilly
128.8,43.62,87.66,23.11,73.84,7.08,85.63,Orange,Orange
108.38,47.75,85.75,16.36,62.65,7.2,90.34,Orange,Orange
67.01,45.66,35.05,16.06,57.23,7.75,79.4,Mustard,Mustard
34.45,65.01,32.52,27.38,71.98,7.15,82.7,Soyabean,Local
21.13,51.39,20.69,18.29,45.02,7.86,62.28,Bengal Gram(Gram)(Whole),Desi (Whole)
105.5,49.1,84.46,31.75,69.19,6.14,107.57,Mango(Raw-Ripe),Other
141.92,57.72,58.04,16.16,73.25,6.46,54.07,Cabbage,Cabbage
72.55,20.61,30.5,34.58,49.26,7.86,56.63,Bajra(Pearl Millet/Cumbu),Hybrid
130.47,107.6,103.79,17.79,77.18,5.06,86.38,Potato,Potato
107.9,58.31,55.29,24.57,76.25,6.51,108.73,Brinjal,Brinjal
226.71,64.01,208.34,34.35,76.03,6.62,173.94,Banana,Other
85.67,34.04,41.1,21.58,53.95,7.81,55.59,Mustard,Mustard
169.58,83.19,85.14,18.43,73.16,5.9,55.73,Potato,Potato
105.34,63.81,69.79,15.15,70.79,6.36,82.13,Cauliflower,Cauliflower
93.07,46.16,44.46,33.58,70.76,7.44,63.87,Bhindi(Ladies Finger),Bhindi
91.97,52.81,42.39,28.72,76.93,6.58,94.49,Brinjal,Brinjal
229.38,64.18,230.6,26.0,84.73,7.17,166.71,Banana,Other
105.33,53.78,40.77,16.86,58.11,6.25,67.07,Onion,Local
82.07,57.4,48.94,22.96,53.15,6.43,77.29,Green Chilli,Green Chilly
97.27,47.71,53.81,21.29,59.11,6.0,92.16,Wheat,Local
206.3,58.5,244.45,33.88,90.57,7.32,159.28,Banana,Other
97.55,49.24,46.87,21.7,57.19,6.58,93.61,Wheat,Local
95.74,50.9,57.19,27.15,64.29,7.12,98.94,Green Chilli,Green Chilly
132.3,50.66,58.94,30.68,74.55,6.21,95.89,Cotton,Other
58.75,31.89,24.49,24.86,50.93,6.3,66.58,Coriander(Leaves),Coriander
98.18,44.63,44.31,29.17,64.39,7.16,70.13,Bhindi(Ladies Finger),Bhindi
135.99,57.49,63.82,17.59,69.47,6.76,54.31,Cabbage,Cabbage
73.94,48.95,58.68,16.07,54.12,7.31,72.83,Garlic,Garlic
45.49,23.31,28.01,18.92,69.65,6.95,66.85,Coriander(Leaves),Coriander
95.53,57.85,58.1,24.08,53.04,7.13,58.07,Green Chilli,Green Chilly
90.37,48.83,42.37,18.98,63.4,7.38,66.2,Wheat,Local
67.57,37.69,23.65,29.99,45.69,7.74,54.79,Bajra(Pearl Millet/Cumbu),Hybrid
187.2,70.67,100.55,30.34,81.43,7.35,183.32,Sugarcane,Other
28.82,59.25,39.44,19.06,46.39,6.81,55.62,Bengal Gram(Gram)(Whole),Desi (Whole)
87.81,42.46,59.49,24.3,74.53,6.49,221.67,Rice,Common
131.18,94.59,82.2,18.37,65.1,6.0,83.32,Potato,Potato
29.44,35.1,17.75,25.31,76.56,6.01,60.35,Green Gram Dal(Moong Dal),Green Gram Dal
111.87,51.38,40.28,21.91,51.54,6.98,83.97,Onion,Local
124.82,53.89,61.11,19.55,61.46,6.25,72.14,Cauliflower,Cauliflower
119.52,47.19,43.18,22.79,51.96,7.89,89.44,Wheat,Local
99.61,42.84,50.68,22.51,87.85,6.62,153.69,Rice,Common
109.13,49.22,45.87,24.68,69.42,7.32,54.79,Green Chilli,Green Chilly
247.26,73.35,228.63,33.71,82.05,7.04,193.93,Banana,Other
51.56,23.03,30.55,15.51,52.46,7.06,71.49,Coriander(Leaves),Coriander
85.85,43.08,53.76,22.86,62.61,6.72,99.16,Onion,Local
88.85,34.74,65.86,21.12,52.23,6.74,99.32,Grapes,Other
78.0,36.84,31.69,28.77,72.95,5.62,109.4,Paddy(Basmati),Basmati
75.32,38.14,75.21,20.39,75.14,6.1,85.75,Apple,Apple
144.13,65.35,68.76,21.02,61.31,6.92,90.72,Cauliflower,Cauliflower
95.16,56.18,119.5,24.39,77.69,5.94,187.73,Ginger(Green),Green Ginger
76.81,38.31,46.6,25.45,70.52,6.63,90.66,Bhindi(Ladies Finger),Bhindi
72.78,47.13,79.22,17.67,52.46,6.78,78.54,Grapes,Other
219.74,101.83,192.17,30.64,71.61,6.1,107.75,Papaya,Papaya
144.75,116.92,91.28,16.45,72.26,5.27,71.03,Potato,Potato
97.46,37.4,35.43,33.83,71.06,6.92,68.25,Bhindi(Ladies Finger),Bhindi
92.65,49.57,58.53,22.91,52.98,6.81,81.91,Wheat,Local
84.69,52.07,44.6,25.31,73.31,5.89,167.36,Rice,Common
101.86,67.73,68.07,20.76,76.69,6.96,68.53,Cabbage,Cabbage
211.82,40.55,205.83,30.03,77.69,6.63,192.08,Banana,Other
108.03,52.93,40.69,26.22,72.95,6.72,81.59,Brinjal,Brinjal
133.37,61.01,54.95,18.73,57.56,6.72,102.57,Maize,Hybrid/Local
22.22,64.26,39.67,28.97,62.49,6.06,106.06,Soyabean,Local
57.07,26.25,112.62,28.52,88.66,7.18,214.69,Coconut,Coconut
44.8,24.94,62.49,17.92,62.28,5.63,83.32,Apple,Apple
113.43,53.01,53.7,19.34,75.81,7.17,86.37,Cauliflower,Cauliflower
