previous_crop,soil_pH,soil_type,temperature,humidity,rainfall,season,recommended_next_crop
Ginger,6.38,loamy,22.92,52.96,64.01,Rabi,Mustard
Coconut,7.5,silt_clay,22.53,54.67,173.18,Kharif,Rice
Potato,6.17,sandy,31.0,74.09,198.6,Kharif,Maize
Maize,7.46,silt_clay,17.15,64.56,85.58,Rabi,Wheat
Tomato,6.15,clay,20.6,55.38,89.67,Rabi,Wheat
Gram,7.78,sandy,31.07,56.6,180.5,Kharif,Rice
Banana,6.72,loamy,16.12,56.22,71.48,Rabi,Gram
Papaya,7.02,clay,24.09,67.04,55.72,Rabi,Gram
Ginger,5.76,silt_clay,18.09,79.54,48.7,Rabi,Wheat
Coconut,5.97,clay,26.95,84.7,154.38,Kharif,Rice
Mango,6.95,sandy,20.88,71.52,68.65,Rabi,Gram
Coconut,5.8,sandy,31.38,77.27,210.56,Kharif,Rice
Tomato,6.11,silt_clay,16.87,62.11,67.4,Rabi,Onion
Bhindi,7.18,sandy_loam,20.53,83.87,79.85,Rabi,Mustard
Green Chilli,7.04,silt_clay,20.33,67.88,61.84,Rabi,Wheat
Sugarcane,6.11,silt_clay,17.57,66.28,49.08,Rabi,Mustard
Tomato,6.88,clay,19.11,75.21,75.58,Rabi,Wheat
Mustard,6.9,silt_clay,28.1,56.36,150.41,Kharif,Rice
Mustard,7.61,silt_clay,25.34,72.36,108.14,Kharif,Maize
Sugarcane,7.45,loamy,22.06,60.77,49.69,Rabi,Mustard
Gram,7.62,sandy,25.97,66.66,199.17,Kharif,Cotton
Green Chilli,6.76,sandy_loam,19.72,59.41,42.24,Rabi,Gram
Papaya,6.08,silt_clay,23.11,52.71,68.53,Rabi,Mustard
Green Chilli,6.52,silt_clay,20.82,66.3,68.06,Rabi,Wheat
Wheat,6.11,sandy,30.99,71.08,52.29,Kharif,Groundnut
Coriander,7.43,loamy,31.34,75.86,115.07,Kharif,Maize
Mango,7.3,clay,24.47,80.52,50.03,Rabi,Gram
Potato,6.96,sandy,30.35,51.87,184.76,Kharif,Maize
Rice,5.8,loamy,22.67,84.18,161.66,Rabi,Mustard
Maize,6.87,sandy,19.77,74.07,83.36,Rabi,Gram
Maize,6.86,sandy,15.14,79.03,83.93,Rabi,Mustard
Cotton,7.87,clay,18.8,61.08,51.43,Rabi,Wheat
Rice,6.15,silt_clay,22.72,83.78,168.59,Rabi,Gram
Cotton,7.72,silt_clay,19.66,69.99,52.16,Rabi,Gram
Wheat,6.73,loamy,31.17,65.48,133.19,Kharif,Gram
Green Chilli,6.89,sandy_loam,19.47,62.7,40.68,Rabi,Gram
Turmeric,6.47,loamy,17.13,55.92,54.49,Rabi,Gram
Gram,7.75,sandy,27.34,57.02,171.51,Kharif,Rice
Onion,6.39,clay,34.01,79.19,93.21,Kharif,Cotton
Cotton,6.03,clay,21.2,75.98,46.8,Rabi,Gram
Potato,5.52,loamy,22.02,64.55,172.83,Kharif,Maize
Gram,7.07,sandy,25.05,82.78,110.63,Kharif,Rice
Garlic,6.48,loamy,26.83,71.58,74.03,Kharif,Cotton
Mustard,7.21,sandy,28.42,69.13,109.14,Kharif,Maize
Wheat,7.27,sandy,28.86,65.75,72.7,Kharif,Cotton
Rice,6.27,loamy,23.17,55.93,183.52,Rabi,Mustard
Garlic,6.8,loamy,25.5,69.46,61.24,Kharif,Maize
Rice,6.73,sandy,23.51,70.65,158.84,Rabi,Mustard
Brinjal,7.34,sandy_loam,16.5,65.74,51.14,Rabi,Mustard
Mustard,6.42,sandy_loam,29.14,73.76,123.68,Kharif,Maize
Brinjal,7.16,silt_clay,15.08,74.28,52.91,Rabi,Wheat
Brinjal,7.14,clay,19.54,70.82,78.96,Rabi,Wheat
Mustard,6.97,clay,34.94,56.12,167.26,Kharif,Cotton
Coconut,5.58,clay,26.22,70.9,244.72,Kharif,Rice
Brinjal,7.44,sandy_loam,21.69,50.6,72.81,Rabi,Mustard
Garlic,6.44,loamy,25.58,68.43,92.37,Kharif,Maize
Banana,7.03,sandy,20.11,52.77,63.49,Rabi,Mustard
Onion,7.15,sandy,30.17,59.22,72.59,Kharif,Maize
Tomato,7.5,silt_clay,23.44,65.13,91.43,Rabi,Onion
Mustard,6.94,loamy,34.27,74.86,141.89,Kharif,Maize
Onion,7.39,sandy,28.43,66.09,71.52,Kharif,Maize
Papaya,7.39,sandy_loam,19.6,60.05,54.17,Rabi,Gram
Banana,6.13,sandy,15.84,63.82,60.69,Rabi,Gram
Brinjal,6.22,loamy,17.91,79.91,79.96,Rabi,Wheat
Maize,6.13,clay,19.98,64.23,97.18,Rabi,Gram
Brinjal,6.25,sandy,16.0,61.76,55.17,Rabi,Wheat
Green Chilli,6.66,sandy_loam,16.1,71.35,57.73,Rabi,Wheat
Garlic,6.47,sandy,25.11,57.05,119.63,Kharif,Maize
Groundnut,6.96,sandy,23.36,64.53,70.6,Rabi,Gram
Bhindi,7.26,sandy_loam,17.47,84.08,55.89,Rabi,Mustard
Cotton,7.55,silt_clay,16.54,67.05,57.2,Rabi,Gram
Cotton,7.44,sandy_loam,20.15,55.65,43.34,Rabi,Gram
Groundnut,7.37,clay,18.15,54.09,50.93,Rabi,Gram
Coconut,6.77,sandy_loam,25.58,61.51,159.16,Kharif,Rice
Coriander,6.79,sandy_loam,27.18,78.0,90.14,Kharif,Cotton
Banana,6.75,silt_clay,22.3,78.05,65.95,Rabi,Mustard
Ginger,5.92,clay,15.71,61.67,40.71,Rabi,Mustard
Rice,5.69,loamy,26.6,59.8,243.23,Rabi,Mustard
Onion,7.36,clay,34.76,81.56,67.64,Kharif,Maize
Cotton,7.9,silt_clay,20.1,75.77,60.52,Rabi,Wheat
Rice,6.41,sandy_loam,23.36,55.94,197.03,Rabi,Groundnut
Cotton,6.56,sandy,19.58,75.38,62.97,Rabi,Mustard
Papaya,6.58,sandy,22.76,52.97,74.35,Rabi,Gram
Onion,7.02,sandy,27.88,82.03,112.07,Kharif,Cotton
Mango,7.33,sandy_loam,18.32,76.15,64.65,Rabi,Wheat
Wheat,7.39,sandy_loam,30.48,70.88,104.57,Kharif,Groundnut
Tomato,7.2,sandy_loam,16.01,67.37,84.5,Rabi,Onion
Papaya,7.07,sandy,16.1,59.42,78.34,Rabi,Gram
Wheat,7.52,sandy_loam,28.27,55.21,80.56,Kharif,Gram
Sugarcane,6.79,clay,22.01,56.8,57.89,Rabi,Gram
Onion,6.71,sandy_loam,25.51,76.09,90.32,Kharif,Maize
Coriander,6.14,sandy_loam,33.05,68.11,101.11,Kharif,Cotton
Onion,6.88,sandy,32.28,53.29,99.56,Kharif,Cotton
Coconut,5.94,sandy_loam,26.31,82.49,202.18,Kharif,Rice
Garlic,6.35,clay,30.89,81.01,81.88,Kharif,Maize
Mango,6.58,loamy,16.41,63.55,57.88,Rabi,Gram
Cotton,7.78,sandy,22.66,50.19,40.05,Rabi,Wheat
Potato,6.92,sandy_loam,25.06,67.34,150.16,Kharif,Maize
Onion,6.03,sandy_loam,27.74,67.71,80.18,Kharif,Cotton
Rice,6.77,silt_clay,24.87,81.71,165.16,Rabi,Wheat
Potato,6.72,sandy_loam,30.58,84.95,162.96,Kharif,Rice
Wheat,7.57,clay,30.89,84.38,138.42,Kharif,Gram
Groundnut,7.19,sandy_loam,19.92,80.82,56.52,Rabi,Wheat
Potato,5.81,silt_clay,24.04,82.64,126.45,Kharif,Rice
Bhindi,7.18,sandy,24.19,73.45,40.54,Rabi,Mustard
Rice,6.42,clay,28.21,71.91,223.06,Rabi,Groundnut
Papaya,7.13,silt_clay,23.65,51.52,57.16,Rabi,Gram
Onion,6.78,sandy,29.42,51.99,118.71,Kharif,Maize
Garlic,6.67,sandy,26.26,66.64,105.06,Kharif,Cotton
Coconut,5.98,silt_clay,25.2,61.43,217.3,Kharif,Rice
Papaya,6.76,clay,23.36,62.62,56.01,Rabi,Gram
Brinjal,6.68,sandy_loam,16.0,59.02,70.07,Rabi,Mustard
Rice,7.1,clay,21.64,78.51,199.78,Rabi,Gram
Garlic,6.17,sandy,27.53,63.72,98.76,Kharif,Maize
Cotton,7.05,sandy,19.01,61.83,45.07,Rabi,Gram
Potato,6.2,sandy_loam,23.8,83.96,155.17,Kharif,Rice
Potato,6.06,sandy,24.91,59.33,176.25,Kharif,Rice
Banana,6.81,loamy,19.49,81.29,74.63,Rabi,Gram
Cotton,7.3,silt_clay,22.65,58.86,74.62,Rabi,Mustard
Maize,6.81,sandy_loam,21.36,62.75,57.71,Rabi,Wheat
Mustard,6.72,sandy_loam,29.32,53.2,174.66,Kharif,Rice
Coconut,7.41,silt_clay,30.01,64.25,181.97,Kharif,Maize
Banana,6.65,silt_clay,24.45,55.03,76.12,Rabi,Mustard
Papaya,6.64,loamy,15.85,50.79,76.91,Rabi,Gram
Rice,7.46,sandy,28.67,64.28,182.76,Rabi,Mustard
Wheat,7.05,sandy,29.39,75.37,109.33,Kharif,Gram
Gram,7.92,sandy,27.7,78.8,151.83,Kharif,Rice
Potato,5.66,clay,24.29,54.26,136.34,Kharif,Rice
Maize,5.93,loamy,18.06,77.61,66.79,Rabi,Gram
Bhindi,6.09,loamy,17.2,83.99,69.09,Rabi,Mustard
Garlic,7.2,silt_clay,30.27,57.68,107.88,Kharif,Maize
Gram,6.32,sandy_loam,28.49,83.82,180.16,Kharif,Rice
Garlic,6.7,sandy_loam,34.77,83.66,118.75,Kharif,Maize
Potato,6.82,sandy,30.83,55.61,133.96,Kharif,Rice
Gram,7.55,clay,26.33,77.11,126.48,Kharif,Cotton
Garlic,7.17,loamy,29.07,72.77,81.37,Kharif,Maize
Green Chilli,7.38,sandy,22.82,58.62,66.79,Rabi,Gram
Cotton,6.09,loamy,24.97,56.42,63.77,Rabi,Gram
Papaya,7.33,sandy_loam,21.61,59.77,70.51,Rabi,Mustard
Potato,5.69,clay,30.51,81.72,150.64,Kharif,Maize
Maize,6.66,loamy,15.3,73.64,42.69,Rabi,Wheat
Potato,5.92,silt_clay,22.44,78.61,198.99,Kharif,Rice
Maize,6.0,loamy,16.55,83.07,84.19,Rabi,Mustard
Garlic,7.2,clay,34.84,79.9,115.81,Kharif,Maize
Coconut,5.6,sandy,25.34,67.07,240.55,Kharif,Maize
Mango,6.54,sandy_loam,22.79,69.67,79.74,Rabi,Wheat
Garlic,6.94,sandy_loam,25.33,67.6,78.85,Kharif,Cotton
Mango,7.21,silt_clay,20.73,66.81,44.26,Rabi,Gram
Garlic,6.73,loamy,34.45,82.66,73.53,Kharif,Maize
Coriander,7.41,sandy_loam,34.94,75.83,83.55,Kharif,Maize
Bhindi,6.05,silt_clay,18.45,53.07,59.17,Rabi,Mustard
Onion,6.34,sandy_loam,28.04,53.8,88.37,Kharif,Cotton
Cotton,7.3,silt_clay,21.5,57.43,44.88,Rabi,Wheat
Banana,6.02,silt_clay,15.87,50.71,68.77,Rabi,Gram
Wheat,6.22,clay,29.59,51.82,128.63,Kharif,Gram
Wheat,7.52,clay,32.97,60.3,141.18,Kharif,Maize
Mustard,7.65,clay,31.52,64.18,159.6,Kharif,Maize
Onion,7.34,sandy_loam,28.82,82.71,85.93,Kharif,Maize
Wheat,7.87,silt_clay,31.4,57.86,68.0,Kharif,Groundnut
Mango,7.07,silt_clay,21.68,72.74,76.05,Rabi,Wheat
Cotton,7.16,silt_clay,17.72,57.63,66.47,Rabi,Mustard
Potato,6.04,sandy,29.0,60.27,181.91,Kharif,Rice
Maize,7.03,loamy,21.36,51.79,55.46,Rabi,Wheat
Cotton,6.28,sandy_loam,16.65,79.9,59.63,Rabi,Wheat
Wheat,6.32,silt_clay,31.16,61.52,97.02,Kharif,Cotton
Brinjal,7.07,clay,16.05,83.79,77.63,Rabi,Mustard
Groundnut,6.41,silt_clay,15.53,69.0,50.4,Rabi,Gram
Banana,6.09,clay,23.17,57.23,61.1,Rabi,Mustard
Potato,6.91,sandy,31.4,60.28,141.57,Kharif,Maize
Papaya,6.87,clay,16.32,82.26,58.03,Rabi,Gram
Potato,5.59,silt_clay,22.65,71.91,141.68,Kharif,Rice
Onion,6.2,loamy,32.85,57.0,67.85,Kharif,Maize
Turmeric,7.23,sandy_loam,19.02,51.15,50.95,Rabi,Mustard
Sugarcane,6.41,silt_clay,23.62,53.69,62.15,Rabi,Gram
Maize,6.79,sandy,18.7,50.96,63.58,Rabi,Wheat
Groundnut,7.23,clay,24.45,66.86,62.85,Rabi,Wheat
Cotton,7.52,silt_clay,19.59,60.62,77.3,Rabi,Wheat
Coconut,6.92,silt_clay,29.36,68.55,152.59,Kharif,Rice
Rice,6.9,silt_clay,22.97,64.69,138.43,Rabi,Groundnut
Potato,6.42,loamy,23.75,70.87,183.57,Kharif,Maize
Onion,6.86,silt_clay,34.76,74.51,90.14,Kharif,Maize
Ginger,5.84,silt_clay,23.58,80.48,40.8,Rabi,Mustard
Banana,7.42,loamy,15.17,74.46,78.19,Rabi,Mustard
Banana,6.43,sandy,17.54,58.05,64.45,Rabi,Mustard
Mustard,7.65,clay,30.09,52.19,138.39,Kharif,Maize
Rice,6.29,clay,27.06,52.85,112.73,Rabi,Mustard
Papaya,6.28,sandy_loam,22.93,53.27,57.5,Rabi,Gram
Ginger,6.07,sandy_loam,15.62,66.44,50.65,Rabi,Mustard
Green Chilli,6.27,silt_clay,16.35,79.67,63.71,Rabi,Gram
Ginger,6.13,silt_clay,15.38,80.53,70.09,Rabi,Mustard
Banana,6.29,silt_clay,22.7,58.09,76.14,Rabi,Mustard
Banana,7.14,sandy,20.1,81.6,76.34,Rabi,Mustard
Groundnut,7.26,loamy,20.68,65.38,42.69,Rabi,Gram
Garlic,6.51,clay,25.76,72.94,89.31,Kharif,Maize
Onion,6.34,silt_clay,27.42,56.45,63.89,Kharif,Maize
Tomato,6.48,sandy,20.62,57.5,67.04,Rabi,Onion
Green Chilli,7.02,clay,19.05,82.42,54.13,Rabi,Wheat
Potato,6.23,clay,26.92,63.79,161.13,Kharif,Rice
Maize,7.43,clay,24.98,73.69,89.71,Rabi,Wheat
Maize,7.41,sandy_loam,20.39,52.12,81.4,Rabi,Gram
Garlic,6.32,clay,29.02,56.54,97.46,Kharif,Maize
Maize,6.23,clay,23.8,68.39,54.66,Rabi,Gram
Wheat,7.37,loamy,30.23,54.02,136.01,Kharif,Maize
Ginger,6.16,sandy,19.63,80.85,76.14,Rabi,Mustard
Ginger,5.59,sandy_loam,19.47,63.33,44.83,Rabi,Wheat
Potato,6.18,sandy,28.13,51.51,112.18,Kharif,Maize
Tomato,6.31,silt_clay,23.06,58.86,62.45,Rabi,Wheat
Coriander,6.43,sandy_loam,33.07,59.67,102.57,Kharif,Maize
Cotton,6.11,clay,21.52,57.38,62.26,Rabi,Gram
Ginger,6.39,silt_clay,20.29,62.81,40.06,Rabi,Mustard
Garlic,6.05,silt_clay,31.32,68.28,79.16,Kharif,Maize
Gram,7.29,sandy_loam,27.46,52.21,113.17,Kharif,Rice
Rice,5.82,loamy,23.42,53.21,114.12,Rabi,Gram
Mango,6.27,clay,20.75,63.8,52.27,Rabi,Wheat
Sugarcane,7.02,sandy_loam,17.1,84.18,65.82,Rabi,Mustard
Coriander,7.46,clay,32.37,67.39,62.76,Kharif,Maize
Ginger,5.51,silt_clay,22.89,77.18,71.18,Rabi,Mustard
Gram,7.56,sandy,33.05,79.77,155.05,Kharif,Rice
Wheat,6.86,sandy,28.42,72.14,143.2,Kharif,Cotton
Potato,6.46,loamy,28.34,58.99,105.22,Kharif,Rice
Banana,6.11,clay,18.63,60.2,64.06,Rabi,Gram
Wheat,6.87,silt_clay,32.06,72.09,54.98,Kharif,Groundnut
Onion,6.46,loamy,32.9,75.86,97.51,Kharif,Maize
Turmeric,6.12,clay,18.25,75.65,69.46,Rabi,Mustard
Banana,7.26,silt_clay,17.37,55.02,54.96,Rabi,Mustard
Coriander,6.32,silt_clay,32.64,53.97,72.73,Kharif,Cotton
Turmeric,7.4,sandy,24.84,80.02,66.41,Rabi,Gram
Mango,7.46,loamy,20.8,61.88,61.19,Rabi,Wheat
Mango,6.25,loamy,20.41,71.51,59.21,Rabi,Wheat
Cotton,7.35,sandy_loam,22.34,57.31,42.34,Rabi,Gram
Garlic,6.42,silt_clay,25.41,72.96,110.52,Kharif,Cotton
Rice,6.83,sandy,24.25,57.28,185.16,Rabi,Wheat
Bhindi,7.18,loamy,21.19,66.03,62.69,Rabi,Gram
Onion,6.94,sandy,26.54,59.28,75.32,Kharif,Cotton
Onion,6.63,sandy,30.63,83.75,73.03,Kharif,Cotton
Cotton,7.96,silt_clay,17.26,81.35,71.34,Rabi,Mustard
Wheat,6.88,silt_clay,28.96,71.22,109.77,Kharif,Gram
Garlic,6.82,loamy,31.82,68.57,64.99,Kharif,Cotton
Tomato,7.22,sandy_loam,17.21,67.94,77.3,Rabi,Wheat
Wheat,6.68,silt_clay,26.65,61.56,125.68,Kharif,Maize
Turmeric,7.11,loamy,22.96,77.22,43.61,Rabi,Gram
Coconut,6.26,sandy,27.76,66.95,234.6,Kharif,Rice
Groundnut,7.43,silt_clay,17.48,82.47,77.29,Rabi,Wheat
Garlic,6.88,silt_clay,27.58,52.55,103.85,Kharif,Maize
Sugarcane,6.37,loamy,17.19,53.95,63.86,Rabi,Mustard
Green Chilli,6.72,sandy_loam,17.37,63.95,70.33,Rabi,Wheat
Coconut,6.21,sandy,22.56,82.21,190.5,Kharif,Rice
Bhindi,7.03,sandy,16.08,82.73,51.64,Rabi,Gram
Potato,5.88,sandy_loam,25.72,57.31,177.51,Kharif,Maize
Coconut,5.74,silt_clay,31.18,52.79,239.79,Kharif,Maize
Gram,6.1,sandy,27.5,62.47,117.72,Kharif,Rice
Mango,6.22,sandy_loam,15.17,76.3,49.54,Rabi,Gram
Banana,6.81,sandy,23.8,84.29,59.75,Rabi,Gram
Bhindi,6.57,sandy_loam,21.13,75.17,65.71,Rabi,Mustard
Onion,7.25,loamy,28.27,60.14,76.17,Kharif,Maize
Cotton,6.84,clay,18.93,51.0,63.33,Rabi,Wheat
Rice,6.4,silt_clay,22.24,74.93,135.59,Rabi,Wheat
Sugarcane,6.38,sandy_loam,20.78,60.78,59.09,Rabi,Gram
Green Chilli,6.52,silt_clay,20.79,66.33,56.79,Rabi,Wheat
Maize,7.34,sandy,23.93,64.68,86.82,Rabi,Gram
Mango,7.2,loamy,17.35,76.38,74.61,Rabi,Wheat
Mango,7.09,loamy,15.79,70.39,65.6,Rabi,Gram
Green Chilli,7.49,sandy,20.84,62.94,54.1,Rabi,Wheat
Ginger,5.63,sandy_loam,15.25,71.1,51.59,Rabi,Mustard
Ginger,5.56,clay,17.54,81.76,65.47,Rabi,Mustard
Green Chilli,6.17,sandy,24.9,80.77,41.82,Rabi,Gram
Gram,7.7,loamy,32.32,55.4,185.56,Kharif,Rice
Mustard,6.1,sandy_loam,31.8,57.1,174.56,Kharif,Cotton
Mustard,7.0,sandy,27.65,65.12,199.9,Kharif,Cotton
Wheat,6.52,sandy,33.73,79.47,68.61,Kharif,Cotton
Cotton,7.98,loamy,23.62,60.99,61.52,Rabi,Mustard
Papaya,6.42,silt_clay,18.31,70.44,68.14,Rabi,Mustard
Banana,6.83,sandy_loam,21.02,71.3,55.53,Rabi,Mustard
Wheat,7.23,sandy,28.55,77.43,105.42,Kharif,Maize
Sugarcane,6.37,sandy,19.88,78.46,43.97,Rabi,Gram
Garlic,6.9,silt_clay,34.68,73.85,78.91,Kharif,Maize
Green Chilli,6.52,loamy,17.05,75.04,72.36,Rabi,Gram
Gram,7.79,sandy,34.64,72.46,102.34,Kharif,Cotton
Mustard,6.27,silt_clay,34.43,71.36,183.5,Kharif,Maize
Banana,6.23,clay,18.02,52.35,50.11,Rabi,Mustard
Maize,7.47,sandy,19.43,71.07,75.48,Rabi,Wheat
Green Chilli,7.01,sandy,20.44,68.03,67.66,Rabi,Wheat
Mango,6.98,loamy,17.3,78.61,49.4,Rabi,Gram
Coconut,6.92,silt_clay,25.49,82.44,200.38,Kharif,Maize
Gram,7.21,loamy,33.5,57.45,166.88,Kharif,Cotton
Papaya,6.28,clay,16.98,54.52,49.33,Rabi,Mustard
Turmeric,6.38,clay,17.94,66.68,79.67,Rabi,Gram
Turmeric,6.75,loamy,17.46,83.35,45.41,Rabi,Gram
Groundnut,7.14,clay,20.09,66.69,50.83,Rabi,Wheat
Mango,6.21,sandy_loam,23.92,80.42,79.92,Rabi,Gram
Gram,6.0,loamy,26.76,56.21,191.52,Kharif,Rice
Potato,5.55,silt_clay,27.29,80.67,146.25,Kharif,Rice
Papaya,6.76,loamy,23.67,71.94,63.74,Rabi,Mustard
Papaya,6.31,silt_clay,23.05,78.78,58.92,Rabi,Mustard
Groundnut,6.83,clay,15.27,50.43,75.19,Rabi,Gram
Turmeric,7.35,sandy,20.09,54.05,58.82,Rabi,Mustard
Gram,6.86,loamy,30.75,77.53,101.73,Kharif,Rice
Tomato,7.03,sandy_loam,17.5,68.73,84.48,Rabi,Onion
Gram,6.32,sandy_loam,32.09,56.23,188.85,Kharif,Cotton
Coriander,7.36,clay,34.69,57.82,73.22,Kharif,Maize
Coriander,7.31,clay,33.23,58.92,85.64,Kharif,Cotton
Mango,7.35,loamy,20.81,53.81,58.37,Rabi,Gram
Garlic,6.63,clay,26.09,66.15,116.28,Kharif,Maize
Rice,5.73,silt_clay,24.94,52.01,182.43,Rabi,Wheat
Mustard,7.57,clay,31.31,55.73,156.56,Kharif,Rice
Sugarcane,7.48,silt_clay,18.87,51.79,55.91,Rabi,Mustard
Onion,7.2,sandy_loam,28.18,75.31,108.1,Kharif,Cotton
Brinjal,6.15,sandy_loam,23.57,75.27,75.36,Rabi,Wheat
Green Chilli,6.6,silt_clay,23.49,76.55,64.06,Rabi,Gram
Cotton,7.82,sandy,22.74,54.32,65.05,Rabi,Wheat
Turmeric,5.83,silt_clay,23.97,77.76,78.5,Rabi,Gram
Potato,5.84,sandy,22.42,50.39,145.81,Kharif,Rice
Rice,7.12,loamy,21.39,50.09,117.5,Rabi,Mustard
Mustard,7.6,sandy_loam,32.28,54.03,158.81,Kharif,Cotton
Sugarcane,6.71,silt_clay,16.82,65.06,46.62,Rabi,Mustard
Sugarcane,6.08,loamy,18.58,61.68,55.51,Rabi,Gram
Sugarcane,6.83,sandy_loam,20.8,50.78,79.54,Rabi,Gram
Papaya,6.49,silt_clay,19.55,50.32,55.82,Rabi,Mustard
Turmeric,7.28,sandy_loam,24.51,55.18,79.74,Rabi,Gram
Groundnut,6.84,loamy,18.67,53.71,67.55,Rabi,Wheat
Gram,7.8,silt_clay,27.2,82.39,186.8,Kharif,Rice
Maize,6.44,sandy,15.19,54.35,64.82,Rabi,Mustard
Coriander,6.27,silt_clay,33.09,69.84,74.21,Kharif,Cotton
Brinjal,6.26,silt_clay,19.18,60.52,66.26,Rabi,Mustard
Onion,7.43,sandy_loam,25.11,58.48,100.73,Kharif,Cotton
Bhindi,7.01,silt_clay,19.44,72.21,73.11,Rabi,Gram
Banana,6.75,sandy,21.93,53.26,77.51,Rabi,Mustard
Onion,6.5,silt_clay,31.2,69.05,104.39,Kharif,Maize
Gram,6.43,silt_clay,29.32,78.61,184.29,Kharif,Rice
Sugarcane,7.83,clay,21.35,54.33,42.82,Rabi,Mustard
Sugarcane,7.22,clay,18.34,75.58,56.8,Rabi,Mustard
Maize,5.84,clay,16.47,67.07,47.8,Rabi,Gram
Bhindi,6.89,sandy,23.55,56.8,46.46,Rabi,Gram
Tomato,7.1,sandy,24.85,54.84,71.49,Rabi,Onion
Turmeric,6.55,silt_clay,21.93,67.64,59.02,Rabi,Gram
Turmeric,7.48,sandy_loam,21.19,51.74,50.66,Rabi,Gram
Turmeric,6.57,sandy,21.95,62.52,55.41,Rabi,Mustard
Ginger,5.91,silt_clay,17.13,53.17,67.98,Rabi,Wheat
Cotton,7.76,sandy,20.73,59.7,76.85,Rabi,Wheat
Rice,7.16,silt_clay,24.09,69.32,165.42,Rabi,Groundnut
Papaya,6.96,sandy_loam,18.13,74.78,68.94,Rabi,Mustard
Banana,7.24,sandy_loam,15.06,67.29,54.43,Rabi,Gram
Rice,5.67,sandy_loam,28.99,71.23,101.38,Rabi,Gram
Coconut,6.93,sandy,25.57,80.02,153.8,Kharif,Rice
Onion,6.39,loamy,31.75,72.17,87.75,Kharif,Cotton
Cotton,7.8,loamy,15.76,81.36,71.76,Rabi,Wheat
Rice,5.65,loamy,22.17,60.31,249.37,Rabi,Gram
Brinjal,6.41,sandy,23.56,67.17,48.67,Rabi,Mustard
Gram,6.98,sandy,29.92,79.29,116.37,Kharif,Rice
Garlic,6.6,loamy,27.37,77.1,74.4,Kharif,Maize
Ginger,6.31,sandy,20.33,57.85,50.39,Rabi,Wheat
Turmeric,7.16,sandy_loam,22.04,77.71,71.28,Rabi,Gram
Papaya,6.47,clay,22.48,68.12,66.3,Rabi,Gram
Mango,6.85,sandy,24.94,69.73,72.98,Rabi,Gram
Banana,7.43,clay,20.52,83.08,60.71,Rabi,Mustard
Onion,6.41,silt_clay,32.51,73.75,71.9,Kharif,Cotton
Mustard,7.78,silt_clay,29.01,62.27,177.28,Kharif,Rice
Gram,6.32,silt_clay,34.08,78.15,106.58,Kharif,Cotton
Wheat,7.73,loamy,33.79,77.91,115.85,Kharif,Cotton
Mango,7.32,clay,15.38,57.3,51.44,Rabi,Gram
Maize,6.93,silt_clay,24.74,79.65,41.42,Rabi,Wheat
Tomato,7.31,sandy_loam,18.06,68.12,69.1,Rabi,Onion
Maize,6.51,sandy,17.12,73.01,68.34,Rabi,Gram
Ginger,5.57,sandy,24.62,50.52,75.63,Rabi,Wheat
Onion,6.66,sandy_loam,29.7,63.64,83.56,Kharif,Cotton
Gram,6.92,clay,33.71,84.96,160.78,Kharif,Rice
Groundnut,7.01,sandy_loam,16.03,83.01,71.8,Rabi,Gram
Coconut,5.51,sandy_loam,25.66,67.27,156.3,Kharif,Rice
Brinjal,6.38,silt_clay,18.9,74.2,67.8,Rabi,Mustard
Turmeric,6.06,clay,20.15,50.83,77.59,Rabi,Gram
Mango,6.88,clay,21.99,55.08,40.58,Rabi,Wheat
Potato,5.68,sandy_loam,24.16,77.0,102.02,Kharif,Maize
Groundnut,6.75,clay,22.58,50.77,72.68,Rabi,Wheat
Gram,7.49,clay,28.34,68.26,158.57,Kharif,Cotton
Green Chilli,7.19,clay,15.56,78.03,50.38,Rabi,Gram
Garlic,6.44,sandy_loam,27.64,79.22,98.34,Kharif,Cotton
Garlic,6.98,sandy,32.03,76.1,75.21,Kharif,Cotton
Groundnut,7.0,sandy,22.87,60.94,76.58,Rabi,Wheat
Brinjal,6.75,loamy,17.41,66.12,59.22,Rabi,Mustard
Ginger,5.59,clay,20.82,54.15,68.01,Rabi,Mustard
Tomato,6.07,sandy,20.25,75.37,71.8,Rabi,Onion
Mustard,6.54,clay,31.57,56.94,114.4,Kharif,Maize
Groundnut,7.22,clay,15.7,70.61,60.83,Rabi,Gram
Mango,6.14,loamy,24.9,72.76,45.08,Rabi,Gram
Ginger,5.87,sandy,18.52,62.79,48.38,Rabi,Mustard
Garlic,6.42,sandy_loam,29.44,56.19,99.73,Kharif,Cotton
Bhindi,7.38,loamy,19.57,64.38,62.2,Rabi,Mustard
Sugarcane,7.94,sandy_loam,20.17,59.96,60.69,Rabi,Gram
Banana,7.16,sandy_loam,24.08,59.86,75.96,Rabi,Gram
Banana,6.57,clay,24.66,67.86,79.48,Rabi,Gram
Green Chilli,7.23,silt_clay,23.29,71.1,47.48,Rabi,Gram
Cotton,6.46,clay,21.48,80.63,71.62,Rabi,Gram
Green Chilli,6.57,sandy_loam,21.72,84.53,76.47,Rabi,Wheat
Wheat,6.37,loamy,25.91,55.38,95.37,Kharif,Maize
Cotton,6.8,clay,19.54,77.31,79.9,Rabi,Mustard
