Scheme Name,Center/State Name,Scheme Details,Website Link,Phone,Email,Commodity Name,Responsible Ministry/Department,Implementing Office/Agency,Office Address (HQ),Address Source/Notes
Krishi Input Subsidy Scheme,Bihar,"Compensation up to ₹13,500/ha for irrigated areas lost to floods/drought. Coverage/commodity focus: Lentil. Responsible authority: Department of Agriculture/Horticulture, Government of Bihar. Implementing office/agency: Department of Agriculture/Horticulture, Government of Bihar (Directorate/Commissionerate). Office address (HQ): HQ in Bihar; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-180-1551. Email: dbtagrhelp@gmail.com. Official webpage: https://dbtagriculture.bihar.gov.in/.",https://dbtagriculture.bihar.gov.in/,1800-180-1551,dbtagrhelp@gmail.com,Lentil,"Department of Agriculture/Horticulture, Government of Bihar","Department of Agriculture/Horticulture, Government of Bihar (Directorate/Commissionerate)",HQ in Bihar; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Rajiv Gandhi Kisan Nyay Yojana,Chhattisgarh,"Input assistance of ₹9,000-₹10,000 per acre to promote crop diversification. Coverage/commodity focus: Rice. Responsible authority: Department of Agriculture/Horticulture, Government of Chhattisgarh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Chhattisgarh (Directorate/Commissionerate). Office address (HQ): HQ in Chhattisgarh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0771-2511211. Email: agri.cg@gov.in. Official webpage: https://agriportal.cg.nic.in/.",https://agriportal.cg.nic.in/,0771-2511211,agri.cg@gov.in,Rice,"Department of Agriculture/Horticulture, Government of Chhattisgarh","Department of Agriculture/Horticulture, Government of Chhattisgarh (Directorate/Commissionerate)",HQ in Chhattisgarh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Rajiv Gandhi Kisan Nyay Yojana,Chhattisgarh,"Input assistance of ₹9,000-₹10,000 per acre to promote crop diversification. Coverage/commodity focus: Sugarcane. Responsible authority: Department of Agriculture/Horticulture, Government of Chhattisgarh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Chhattisgarh (Directorate/Commissionerate). Office address (HQ): HQ in Chhattisgarh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0771-2511211. Email: agri.cg@gov.in. Official webpage: https://agriportal.cg.nic.in/.",https://agriportal.cg.nic.in/,0771-2511211,agri.cg@gov.in,Sugarcane,"Department of Agriculture/Horticulture, Government of Chhattisgarh","Department of Agriculture/Horticulture, Government of Chhattisgarh (Directorate/Commissionerate)",HQ in Chhattisgarh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Rajiv Gandhi Kisan Nyay Yojana,Chhattisgarh,"Input assistance of ₹9,000-₹10,000 per acre to promote crop diversification. Coverage/commodity focus: Maize. Responsible authority: Department of Agriculture/Horticulture, Government of Chhattisgarh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Chhattisgarh (Directorate/Commissionerate). Office address (HQ): HQ in Chhattisgarh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0771-2511211. Email: agri.cg@gov.in. Official webpage: https://agriportal.cg.nic.in/.",https://agriportal.cg.nic.in/,0771-2511211,agri.cg@gov.in,Maize,"Department of Agriculture/Horticulture, Government of Chhattisgarh","Department of Agriculture/Horticulture, Government of Chhattisgarh (Directorate/Commissionerate)",HQ in Chhattisgarh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Rajiv Gandhi Kisan Nyay Yojana,Chhattisgarh,"Input assistance of ₹9,000-₹10,000 per acre to promote crop diversification. Coverage/commodity focus: Pigeon Pea. Responsible authority: Department of Agriculture/Horticulture, Government of Chhattisgarh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Chhattisgarh (Directorate/Commissionerate). Office address (HQ): HQ in Chhattisgarh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0771-2511211. Email: agri.cg@gov.in. Official webpage: https://agriportal.cg.nic.in/.",https://agriportal.cg.nic.in/,0771-2511211,agri.cg@gov.in,Pigeon Pea,"Department of Agriculture/Horticulture, Government of Chhattisgarh","Department of Agriculture/Horticulture, Government of Chhattisgarh (Directorate/Commissionerate)",HQ in Chhattisgarh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Shetkari Aadhar Nidhi,Goa,"Compensation for crop damage due to wild animals. Coverage/commodity focus: Coconut. Responsible authority: Department of Agriculture/Horticulture, Government of Goa. Implementing office/agency: Department of Agriculture/Horticulture, Government of Goa (Directorate/Commissionerate). Office address (HQ): HQ in Goa; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0832-2282325. Email: dir-agri.goa@nic.in. Official webpage: https://agri.goa.gov.in/.",https://agri.goa.gov.in/,0832-2282325,dir-agri.goa@nic.in,Coconut,"Department of Agriculture/Horticulture, Government of Goa","Department of Agriculture/Horticulture, Government of Goa (Directorate/Commissionerate)",HQ in Goa; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Shetkari Aadhar Nidhi,Goa,"Compensation for crop damage due to wild animals. Coverage/commodity focus: Arecanut. Responsible authority: Department of Agriculture/Horticulture, Government of Goa. Implementing office/agency: Department of Agriculture/Horticulture, Government of Goa (Directorate/Commissionerate). Office address (HQ): HQ in Goa; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0832-2282325. Email: dir-agri.goa@nic.in. Official webpage: https://agri.goa.gov.in/.",https://agri.goa.gov.in/,0832-2282325,dir-agri.goa@nic.in,Arecanut,"Department of Agriculture/Horticulture, Government of Goa","Department of Agriculture/Horticulture, Government of Goa (Directorate/Commissionerate)",HQ in Goa; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Shetkari Aadhar Nidhi,Goa,"Compensation for crop damage due to wild animals. Coverage/commodity focus: Mango. Responsible authority: Department of Agriculture/Horticulture, Government of Goa. Implementing office/agency: Department of Agriculture/Horticulture, Government of Goa (Directorate/Commissionerate). Office address (HQ): HQ in Goa; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0832-2282325. Email: dir-agri.goa@nic.in. Official webpage: https://agri.goa.gov.in/.",https://agri.goa.gov.in/,0832-2282325,dir-agri.goa@nic.in,Mango,"Department of Agriculture/Horticulture, Government of Goa","Department of Agriculture/Horticulture, Government of Goa (Directorate/Commissionerate)",HQ in Goa; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Mukhyamantri Kisan Sahay Yojana,Gujarat,"Free crop insurance providing compensation up to ₹25,000 per hectare. Coverage/commodity focus: Groundnut. Responsible authority: Department of Agriculture/Horticulture, Government of Gujarat. Implementing office/agency: Department of Agriculture/Horticulture, Government of Gujarat (Directorate/Commissionerate). Office address (HQ): HQ in Gujarat; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-233-0222. Email: kisan-sahay-guj@gov.in. Official webpage: https://agri.gujarat.gov.in/.",https://agri.gujarat.gov.in/,1800-233-0222,kisan-sahay-guj@gov.in,Groundnut,"Department of Agriculture/Horticulture, Government of Gujarat","Department of Agriculture/Horticulture, Government of Gujarat (Directorate/Commissionerate)",HQ in Gujarat; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Mukhyamantri Kisan Sahay Yojana,Gujarat,"Free crop insurance providing compensation up to ₹25,000 per hectare. Coverage/commodity focus: Cotton. Responsible authority: Department of Agriculture/Horticulture, Government of Gujarat. Implementing office/agency: Department of Agriculture/Horticulture, Government of Gujarat (Directorate/Commissionerate). Office address (HQ): HQ in Gujarat; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-233-0222. Email: kisan-sahay-guj@gov.in. Official webpage: https://agri.gujarat.gov.in/.",https://agri.gujarat.gov.in/,1800-233-0222,kisan-sahay-guj@gov.in,Cotton,"Department of Agriculture/Horticulture, Government of Gujarat","Department of Agriculture/Horticulture, Government of Gujarat (Directorate/Commissionerate)",HQ in Gujarat; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Mukhyamantri Kisan Sahay Yojana,Gujarat,"Free crop insurance providing compensation up to ₹25,000 per hectare. Coverage/commodity focus: Cumin. Responsible authority: Department of Agriculture/Horticulture, Government of Gujarat. Implementing office/agency: Department of Agriculture/Horticulture, Government of Gujarat (Directorate/Commissionerate). Office address (HQ): HQ in Gujarat; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-233-0222. Email: kisan-sahay-guj@gov.in. Official webpage: https://agri.gujarat.gov.in/.",https://agri.gujarat.gov.in/,1800-233-0222,kisan-sahay-guj@gov.in,Cumin,"Department of Agriculture/Horticulture, Government of Gujarat","Department of Agriculture/Horticulture, Government of Gujarat (Directorate/Commissionerate)",HQ in Gujarat; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Mukhyamantri Kisan Sahay Yojana,Gujarat,"Free crop insurance providing compensation up to ₹25,000 per hectare. Coverage/commodity focus: Sesame. Responsible authority: Department of Agriculture/Horticulture, Government of Gujarat. Implementing office/agency: Department of Agriculture/Horticulture, Government of Gujarat (Directorate/Commissionerate). Office address (HQ): HQ in Gujarat; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-233-0222. Email: kisan-sahay-guj@gov.in. Official webpage: https://agri.gujarat.gov.in/.",https://agri.gujarat.gov.in/,1800-233-0222,kisan-sahay-guj@gov.in,Sesame,"Department of Agriculture/Horticulture, Government of Gujarat","Department of Agriculture/Horticulture, Government of Gujarat (Directorate/Commissionerate)",HQ in Gujarat; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Bhavantar Bharpayee Yojana (BBY),Haryana,"Risk mitigation scheme ensuring protected baseline prices for horticulture crops. Coverage/commodity focus: Tomato. Responsible authority: Department of Agriculture/Horticulture, Government of Haryana. Implementing office/agency: Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate). Office address (HQ): HQ in Haryana; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-180-2060. Email: agriharyana2009@gmail.com. Official webpage: https://bby.haryana.gov.in/.",https://bby.haryana.gov.in/,1800-180-2060,agriharyana2009@gmail.com,Tomato,"Department of Agriculture/Horticulture, Government of Haryana","Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate)",HQ in Haryana; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Bhavantar Bharpayee Yojana (BBY),Haryana,"Risk mitigation scheme ensuring protected baseline prices for horticulture crops. Coverage/commodity focus: Onion. Responsible authority: Department of Agriculture/Horticulture, Government of Haryana. Implementing office/agency: Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate). Office address (HQ): HQ in Haryana; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-180-2060. Email: agriharyana2009@gmail.com. Official webpage: https://bby.haryana.gov.in/.",https://bby.haryana.gov.in/,1800-180-2060,agriharyana2009@gmail.com,Onion,"Department of Agriculture/Horticulture, Government of Haryana","Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate)",HQ in Haryana; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Bhavantar Bharpayee Yojana (BBY),Haryana,"Risk mitigation scheme ensuring protected baseline prices for horticulture crops. Coverage/commodity focus: Potato. Responsible authority: Department of Agriculture/Horticulture, Government of Haryana. Implementing office/agency: Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate). Office address (HQ): HQ in Haryana; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-180-2060. Email: agriharyana2009@gmail.com. Official webpage: https://bby.haryana.gov.in/.",https://bby.haryana.gov.in/,1800-180-2060,agriharyana2009@gmail.com,Potato,"Department of Agriculture/Horticulture, Government of Haryana","Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate)",HQ in Haryana; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Bhavantar Bharpayee Yojana (BBY),Haryana,"Risk mitigation scheme ensuring protected baseline prices for horticulture crops. Coverage/commodity focus: Cabbage. Responsible authority: Department of Agriculture/Horticulture, Government of Haryana. Implementing office/agency: Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate). Office address (HQ): HQ in Haryana; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-180-2060. Email: agriharyana2009@gmail.com. Official webpage: https://bby.haryana.gov.in/.",https://bby.haryana.gov.in/,1800-180-2060,agriharyana2009@gmail.com,Cabbage,"Department of Agriculture/Horticulture, Government of Haryana","Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate)",HQ in Haryana; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Bhavantar Bharpayee Yojana (BBY),Haryana,"Risk mitigation scheme ensuring protected baseline prices for horticulture crops. Coverage/commodity focus: Carrot. Responsible authority: Department of Agriculture/Horticulture, Government of Haryana. Implementing office/agency: Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate). Office address (HQ): HQ in Haryana; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-180-2060. Email: agriharyana2009@gmail.com. Official webpage: https://bby.haryana.gov.in/.",https://bby.haryana.gov.in/,1800-180-2060,agriharyana2009@gmail.com,Carrot,"Department of Agriculture/Horticulture, Government of Haryana","Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate)",HQ in Haryana; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Bhavantar Bharpayee Yojana (BBY),Haryana,"Risk mitigation scheme ensuring protected baseline prices for horticulture crops. Coverage/commodity focus: Bell Pepper. Responsible authority: Department of Agriculture/Horticulture, Government of Haryana. Implementing office/agency: Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate). Office address (HQ): HQ in Haryana; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-180-2060. Email: agriharyana2009@gmail.com. Official webpage: https://bby.haryana.gov.in/.",https://bby.haryana.gov.in/,1800-180-2060,agriharyana2009@gmail.com,Bell Pepper,"Department of Agriculture/Horticulture, Government of Haryana","Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate)",HQ in Haryana; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Bhavantar Bharpayee Yojana (BBY),Haryana,"Risk mitigation scheme ensuring protected baseline prices for horticulture crops. Coverage/commodity focus: Guava. Responsible authority: Department of Agriculture/Horticulture, Government of Haryana. Implementing office/agency: Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate). Office address (HQ): HQ in Haryana; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 1800-180-2060. Email: agriharyana2009@gmail.com. Official webpage: https://bby.haryana.gov.in/.",https://bby.haryana.gov.in/,1800-180-2060,agriharyana2009@gmail.com,Guava,"Department of Agriculture/Horticulture, Government of Haryana","Department of Agriculture/Horticulture, Government of Haryana (Directorate/Commissionerate)",HQ in Haryana; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Prakritik Kheti Khushhal Kisan Yojana,Himachal Pradesh,"Promotes natural farming. Subsidies for buying indigenous cows and setting up biological input units. Coverage/commodity focus: Apple. Responsible authority: Department of Agriculture/Horticulture, Government of Himachal Pradesh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Himachal Pradesh (Directorate/Commissionerate). Office address (HQ): HQ in Himachal Pradesh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0177-2830618. Email: krishidirectorate@gmail.com. Official webpage: https://agri.hp.gov.in/.",https://agri.hp.gov.in/,0177-2830618,krishidirectorate@gmail.com,Apple,"Department of Agriculture/Horticulture, Government of Himachal Pradesh","Department of Agriculture/Horticulture, Government of Himachal Pradesh (Directorate/Commissionerate)",HQ in Himachal Pradesh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
Prakritik Kheti Khushhal Kisan Yojana,Himachal Pradesh,"Promotes natural farming. Subsidies for buying indigenous cows and setting up biological input units. Coverage/commodity focus: Pomegranate. Responsible authority: Department of Agriculture/Horticulture, Government of Himachal Pradesh. Implementing office/agency: Department of Agriculture/Horticulture, Government of Himachal Pradesh (Directorate/Commissionerate). Office address (HQ): HQ in Himachal Pradesh; see the website link/contact page for the exact office address. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 0177-2830618. Email: krishidirectorate@gmail.com. Official webpage: https://agri.hp.gov.in/.",https://agri.hp.gov.in/,0177-2830618,krishidirectorate@gmail.com,Pomegranate,"Department of Agriculture/Horticulture, Government of Himachal Pradesh","Department of Agriculture/Horticulture, Government of Himachal Pradesh (Directorate/Commissionerate)",HQ in Himachal Pradesh; see the website link/contact page for the exact office address,State/UT address varies; use website link contact/directory page
