crop,soil_type,soil_pH,temperature,humidity,rainfall,season,N_dosage,P_dosage,K_dosage
Rice,clay,5.33,20.78,55.49,92.49,Rabi,91.0,46.0,48.0
Potato,loamy,5.78,28.51,58.33,141.14,Rabi,160.0,96.0,121.0
Sugarcane,sandy_loam,5.26,26.66,81.06,220.93,Rabi,239.0,98.0,95.0
Wheat,clay,6.12,24.86,68.96,79.71,Rabi,121.0,60.0,36.0
Rice,sandy_loam,7.46,15.83,64.91,184.76,Rabi,103.0,52.0,45.0
Potato,clay,7.32,19.86,54.04,165.89,Rabi,163.0,105.0,103.0
Wheat,sandy,6.35,33.52,73.0,121.64,Rabi,130.0,58.0,53.0
Tomato,clay,6.67,19.29,62.54,185.61,Rabi,159.0,121.0,100.0
Sugarcane,sandy,6.21,33.68,49.75,217.2,Kharif,336.0,103.0,128.0
Tomato,loamy,5.65,18.67,78.61,93.57,Rabi,164.0,117.0,95.0
Cotton,sandy_loam,7.41,26.0,53.48,205.1,Rabi,120.0,54.0,57.0
Sugarcane,sandy_loam,7.61,20.81,80.35,63.87,Rabi,232.0,110.0,112.0
Rice,sandy_loam,5.63,32.26,84.3,81.3,Kharif,109.0,56.0,44.0
Maize,sandy,6.03,32.87,54.58,158.17,Rabi,173.0,88.0,61.0
Potato,sandy,5.89,16.39,54.29,59.45,Rabi,190.0,104.0,158.0
Cotton,sandy,5.44,22.56,74.19,87.97,Kharif,147.0,56.0,71.0
Tomato,loamy,5.82,26.87,54.16,62.89,Kharif,187.0,118.0,102.0
Cotton,clay,7.34,30.4,51.31,244.83,Kharif,103.0,62.0,53.0
Maize,loamy,5.17,24.77,68.96,169.63,Kharif,137.0,67.0,58.0
Rice,clay,7.05,17.26,82.1,90.87,Rabi,78.0,44.0,44.0
Rice,sandy,7.59,32.61,51.83,230.62,Kharif,129.0,53.0,57.0
Rice,loamy,6.65,27.26,51.31,217.85,Rabi,90.0,57.0,55.0
Wheat,sandy,6.51,30.37,43.1,161.13,Kharif,144.0,58.0,47.0
Maize,sandy_loam,6.66,34.22,49.34,113.77,Kharif,133.0,63.0,60.0
Potato,loamy,5.98,16.41,84.49,81.74,Rabi,180.0,110.0,113.0
Potato,loamy,6.36,30.22,75.31,148.88,Rabi,174.0,88.0,107.0
Rice,sandy_loam,7.24,31.25,75.34,243.13,Kharif,115.0,47.0,54.0
Tomato,sandy_loam,6.87,34.55,45.02,132.26,Kharif,203.0,117.0,97.0
Maize,clay,7.11,29.24,44.73,193.74,Rabi,138.0,69.0,56.0
Potato,sandy_loam,6.09,19.05,69.76,116.31,Rabi,164.0,106.0,106.0
Wheat,loamy,7.51,18.27,53.85,53.82,Kharif,117.0,55.0,46.0
Potato,sandy_loam,6.23,21.35,61.92,168.18,Kharif,179.0,110.0,105.0
Potato,loamy,5.96,17.85,87.46,247.05,Kharif,170.0,92.0,134.0
Maize,clay,7.42,20.93,65.51,180.21,Rabi,138.0,69.0,51.0
Maize,loamy,7.01,24.39,57.34,221.1,Kharif,164.0,63.0,64.0
Tomato,loamy,6.78,17.78,63.44,249.75,Rabi,181.0,126.0,87.0
Cotton,sandy_loam,7.15,31.68,40.66,114.44,Kharif,121.0,63.0,57.0
Rice,clay,6.89,19.97,75.27,129.8,Rabi,91.0,45.0,49.0
Cotton,clay,5.74,28.77,84.59,172.79,Kharif,114.0,68.0,64.0
Wheat,loamy,7.61,18.79,60.06,239.04,Kharif,132.0,51.0,35.0
Sugarcane,sandy_loam,6.3,28.1,74.5,41.37,Rabi,245.0,114.0,93.0
Potato,sandy_loam,5.59,34.44,80.51,225.11,Kharif,186.0,88.0,134.0
Rice,sandy_loam,5.31,17.52,88.96,181.51,Kharif,89.0,45.0,56.0
Tomato,sandy_loam,6.2,31.78,59.05,187.05,Rabi,205.0,135.0,93.0
Sugarcane,loamy,5.71,26.51,54.76,128.69,Kharif,264.0,106.0,96.0
Tomato,sandy,5.07,34.87,49.17,189.25,Kharif,208.0,147.0,132.0
Tomato,sandy,7.91,31.81,85.46,188.75,Kharif,198.0,141.0,120.0
Potato,sandy_loam,6.02,29.98,62.11,119.21,Rabi,203.0,108.0,111.0
Wheat,clay,6.52,23.03,82.75,130.7,Kharif,128.0,65.0,33.0
Sugarcane,clay,6.36,33.0,74.77,239.71,Kharif,196.0,100.0,88.0
Potato,sandy_loam,5.03,16.86,54.22,59.35,Kharif,197.0,91.0,135.0
Wheat,loamy,5.63,25.74,76.86,171.74,Kharif,131.0,54.0,35.0
Rice,clay,5.44,15.16,71.55,134.01,Rabi,88.0,47.0,49.0
Potato,sandy_loam,7.18,22.23,79.24,90.38,Kharif,173.0,104.0,118.0
Maize,sandy_loam,6.47,15.58,43.21,152.96,Rabi,135.0,63.0,66.0
Tomato,clay,7.8,25.33,63.0,131.2,Kharif,168.0,118.0,99.0
Potato,sandy_loam,7.25,19.52,45.0,120.74,Kharif,189.0,102.0,118.0
Tomato,clay,7.34,16.49,55.93,107.06,Rabi,189.0,133.0,99.0
Cotton,sandy_loam,5.91,21.02,64.18,124.97,Kharif,124.0,53.0,54.0
Wheat,loamy,5.32,23.47,62.62,194.06,Kharif,106.0,54.0,45.0
Cotton,clay,5.51,19.24,66.6,77.08,Kharif,118.0,67.0,61.0
Maize,loamy,6.42,28.97,61.68,82.48,Rabi,140.0,74.0,66.0
Tomato,clay,7.04,29.81,60.1,60.37,Rabi,168.0,117.0,96.0
Sugarcane,sandy_loam,7.83,16.17,77.0,192.57,Rabi,256.0,93.0,94.0
Potato,clay,7.56,31.82,45.23,239.47,Rabi,162.0,89.0,102.0
Cotton,sandy_loam,7.06,25.68,51.85,196.22,Kharif,137.0,52.0,53.0
Tomato,sandy_loam,5.24,30.31,59.58,189.25,Kharif,189.0,102.0,87.0
Sugarcane,loamy,6.57,34.06,70.19,167.21,Kharif,272.0,103.0,100.0
Maize,sandy,6.32,34.06,70.41,86.2,Kharif,162.0,66.0,79.0
Sugarcane,sandy,7.06,26.38,58.73,177.36,Kharif,344.0,113.0,104.0
Wheat,clay,7.51,25.25,46.76,159.91,Kharif,105.0,53.0,35.0
Maize,clay,7.7,16.0,57.51,64.92,Rabi,154.0,76.0,51.0
Tomato,clay,6.48,24.45,68.98,86.07,Kharif,154.0,115.0,108.0
Tomato,clay,5.01,30.79,55.44,200.77,Kharif,184.0,113.0,89.0
Potato,sandy_loam,7.0,32.94,67.7,185.04,Kharif,200.0,105.0,102.0
Sugarcane,sandy_loam,6.23,32.81,40.46,245.02,Rabi,228.0,94.0,109.0
Maize,sandy,6.38,32.82,44.72,247.66,Kharif,184.0,88.0,65.0
Sugarcane,clay,7.74,28.46,67.3,118.61,Rabi,191.0,93.0,91.0
Rice,sandy,7.33,26.17,61.21,230.33,Kharif,118.0,51.0,63.0
Wheat,clay,7.32,16.04,40.64,207.06,Kharif,114.0,52.0,38.0
Potato,sandy,6.17,30.48,46.46,131.82,Kharif,180.0,95.0,125.0
Potato,loamy,6.38,17.45,62.09,49.9,Kharif,189.0,104.0,107.0
Sugarcane,sandy,5.57,33.87,60.07,150.96,Kharif,309.0,104.0,123.0
Wheat,sandy,5.86,29.49,81.82,221.12,Rabi,126.0,68.0,41.0
Rice,clay,7.11,23.45,57.33,123.5,Kharif,93.0,50.0,48.0
Tomato,loamy,5.92,15.08,57.71,64.39,Rabi,157.0,115.0,97.0
Tomato,sandy,6.08,33.11,68.36,85.57,Rabi,215.0,121.0,112.0
Tomato,loamy,6.75,34.58,68.6,239.3,Kharif,162.0,127.0,108.0
Potato,clay,7.28,28.74,66.02,196.39,Rabi,190.0,101.0,113.0
Wheat,sandy_loam,6.98,34.01,76.48,50.93,Rabi,111.0,58.0,37.0
Potato,sandy_loam,6.16,21.0,87.38,146.7,Kharif,166.0,114.0,103.0
Maize,clay,5.21,25.84,84.46,181.88,Kharif,131.0,75.0,54.0
Tomato,loamy,6.13,29.51,64.05,156.86,Rabi,189.0,113.0,91.0
Sugarcane,clay,7.0,24.43,40.09,111.52,Kharif,194.0,102.0,103.0
Rice,sandy,6.81,25.05,66.99,142.14,Rabi,128.0,59.0,68.0
Cotton,sandy,6.2,32.88,64.83,154.29,Rabi,118.0,60.0,69.0
Sugarcane,sandy_loam,6.87,18.76,50.5,180.54,Kharif,230.0,100.0,92.0
Sugarcane,sandy,5.07,21.91,47.28,161.78,Rabi,330.0,122.0,108.0
Cotton,loamy,6.08,17.91,56.62,135.61,Rabi,138.0,58.0,65.0
Cotton,sandy,6.24,18.03,79.27,65.63,Kharif,121.0,57.0,60.0
Tomato,loamy,6.27,29.61,76.21,172.61,Rabi,196.0,120.0,101.0
Maize,sandy_loam,7.58,28.56,67.3,124.2,Kharif,144.0,65.0,53.0
Maize,clay,7.12,23.12,41.56,243.15,Rabi,127.0,79.0,51.0
Wheat,clay,7.21,28.28,45.67,191.33,Kharif,110.0,57.0,42.0
Tomato,sandy,5.89,24.05,66.78,248.36,Kharif,229.0,122.0,123.0
Wheat,sandy,7.16,20.74,83.99,50.34,Rabi,114.0,53.0,41.0
Wheat,sandy,5.37,16.41,85.47,79.93,Rabi,146.0,53.0,43.0
Cotton,clay,5.47,25.71,88.32,72.88,Rabi,116.0,56.0,58.0
Maize,sandy,7.58,34.83,54.7,189.15,Rabi,188.0,84.0,63.0
Sugarcane,clay,5.09,33.62,87.46,239.32,Kharif,239.0,88.0,88.0
Maize,clay,7.49,23.0,41.7,212.43,Kharif,140.0,69.0,58.0
Wheat,clay,5.58,17.32,70.81,133.21,Rabi,110.0,58.0,38.0
Maize,clay,7.77,21.8,65.14,137.25,Rabi,122.0,78.0,52.0
Maize,clay,5.94,23.85,45.73,215.75,Rabi,148.0,65.0,57.0
Sugarcane,clay,5.99,29.6,66.09,127.57,Kharif,217.0,91.0,96.0
Rice,sandy_loam,7.69,33.18,55.69,185.12,Kharif,98.0,53.0,57.0
Wheat,loamy,7.22,17.36,77.83,60.0,Rabi,120.0,62.0,45.0
Potato,loamy,7.89,19.83,78.1,160.51,Rabi,182.0,114.0,131.0
Maize,sandy_loam,6.31,16.85,85.8,203.48,Kharif,161.0,74.0,52.0
Rice,sandy,5.51,20.57,48.85,58.63,Kharif,121.0,53.0,73.0
Rice,loamy,5.71,29.65,67.42,66.88,Rabi,113.0,43.0,49.0
Wheat,sandy,5.0,33.3,82.19,195.88,Kharif,142.0,64.0,53.0
Sugarcane,sandy_loam,7.82,29.39,43.12,119.53,Kharif,246.0,110.0,95.0
Cotton,sandy_loam,6.06,26.09,70.77,107.53,Kharif,128.0,57.0,66.0
Cotton,sandy,7.78,30.96,70.78,66.99,Rabi,147.0,59.0,62.0
Rice,loamy,6.78,32.85,49.27,56.58,Kharif,110.0,47.0,49.0
Potato,clay,7.05,17.25,63.41,75.49,Rabi,182.0,95.0,101.0
Rice,loamy,5.74,18.19,83.59,86.03,Kharif,99.0,54.0,56.0
Sugarcane,sandy_loam,7.74,15.36,58.33,193.06,Rabi,238.0,107.0,112.0
Rice,sandy,6.99,21.23,66.0,154.81,Rabi,103.0,61.0,64.0
Cotton,clay,7.13,27.25,87.56,211.73,Rabi,121.0,58.0,63.0
Tomato,sandy,6.94,16.57,57.25,237.52,Kharif,176.0,117.0,110.0
Cotton,clay,7.39,16.87,49.12,244.51,Rabi,129.0,67.0,54.0
Potato,loamy,7.14,32.6,78.59,234.6,Kharif,175.0,94.0,121.0
Maize,sandy_loam,7.29,22.34,67.26,148.44,Rabi,161.0,63.0,58.0
Cotton,clay,6.36,26.82,66.7,237.23,Rabi,121.0,63.0,55.0
Maize,loamy,5.79,16.3,58.44,214.88,Rabi,152.0,73.0,53.0
Wheat,sandy,6.54,20.82,63.47,220.15,Rabi,137.0,54.0,48.0
Potato,sandy,6.16,27.5,41.44,131.76,Rabi,220.0,86.0,136.0
Sugarcane,sandy_loam,6.92,19.23,77.26,175.72,Rabi,278.0,88.0,108.0
Cotton,sandy,7.0,30.72,75.57,71.0,Kharif,113.0,55.0,70.0
Maize,clay,6.46,21.71,44.12,155.56,Rabi,129.0,64.0,49.0
Cotton,clay,6.73,20.14,57.67,84.91,Rabi,108.0,52.0,65.0
Potato,clay,7.32,25.06,49.86,117.49,Kharif,166.0,88.0,103.0
Tomato,loamy,6.04,27.79,62.29,57.1,Kharif,157.0,132.0,114.0
Rice,clay,7.39,27.32,82.16,60.48,Rabi,96.0,55.0,46.0
Tomato,loamy,7.16,28.99,56.27,131.77,Rabi,159.0,109.0,114.0
Potato,loamy,7.88,23.27,76.37,78.65,Kharif,186.0,85.0,128.0
Rice,sandy_loam,6.4,15.27,44.08,94.3,Rabi,99.0,54.0,53.0
Potato,loamy,6.5,15.94,54.03,117.28,Kharif,185.0,114.0,123.0
Wheat,loamy,6.13,33.51,65.15,179.04,Rabi,129.0,53.0,42.0
Wheat,clay,6.85,15.06,40.47,209.85,Rabi,117.0,62.0,37.0
Tomato,sandy_loam,7.12,31.74,88.15,58.02,Kharif,182.0,138.0,101.0
Potato,sandy,7.09,23.26,43.19,185.02,Rabi,189.0,96.0,142.0
Sugarcane,clay,5.92,32.48,77.47,220.2,Kharif,253.0,114.0,90.0
Sugarcane,sandy,7.75,21.08,77.09,189.94,Rabi,283.0,118.0,129.0
Tomato,loamy,6.87,32.7,49.74,193.55,Rabi,176.0,105.0,89.0
Cotton,sandy_loam,5.08,32.71,84.3,83.93,Rabi,117.0,58.0,53.0
Tomato,loamy,7.24,31.16,67.61,40.36,Rabi,165.0,134.0,94.0
Maize,clay,7.38,20.46,71.32,213.87,Rabi,148.0,79.0,59.0
Maize,sandy_loam,7.23,30.3,47.93,164.48,Kharif,142.0,70.0,62.0
Rice,loamy,5.56,31.05,62.91,141.42,Rabi,104.0,43.0,56.0
Maize,sandy,5.87,17.89,80.56,86.76,Kharif,160.0,82.0,79.0
Wheat,clay,7.01,18.76,71.24,110.65,Kharif,118.0,56.0,42.0
Sugarcane,loamy,7.57,28.03,42.19,132.54,Rabi,218.0,107.0,95.0
Maize,sandy_loam,6.75,28.39,56.29,160.59,Kharif,172.0,62.0,66.0
Tomato,sandy_loam,6.31,22.73,49.6,242.43,Kharif,203.0,137.0,107.0
Potato,loamy,7.69,34.6,87.73,218.93,Rabi,198.0,98.0,111.0
Potato,sandy,6.57,15.72,51.15,134.64,Rabi,224.0,112.0,144.0
Tomato,sandy_loam,6.74,25.84,83.54,113.56,Kharif,199.0,112.0,110.0
Sugarcane,loamy,7.0,25.8,59.63,78.18,Rabi,247.0,87.0,102.0
Sugarcane,sandy_loam,7.66,19.01,52.3,240.11,Rabi,276.0,113.0,100.0
Tomato,sandy_loam,5.32,16.09,80.24,210.07,Rabi,181.0,122.0,90.0
Cotton,loamy,6.3,23.37,42.21,163.7,Kharif,136.0,55.0,52.0
Cotton,loamy,7.36,24.76,50.82,64.55,Rabi,132.0,55.0,68.0
Potato,sandy_loam,7.17,19.95,80.56,105.36,Kharif,199.0,93.0,117.0
Rice,loamy,7.06,22.51,66.93,150.07,Rabi,108.0,43.0,54.0
Cotton,sandy,6.92,30.03,77.58,109.45,Kharif,114.0,60.0,57.0
Tomato,clay,5.96,29.51,52.61,63.59,Kharif,166.0,114.0,99.0
Tomato,clay,6.89,26.93,73.29,81.92,Kharif,147.0,114.0,104.0
Cotton,sandy,5.34,31.85,52.93,99.79,Rabi,140.0,63.0,73.0
Potato,sandy_loam,6.59,31.04,68.8,241.16,Kharif,161.0,100.0,128.0
Sugarcane,sandy_loam,5.24,27.05,82.53,50.06,Kharif,272.0,111.0,100.0
Wheat,clay,7.99,18.82,55.64,142.07,Kharif,105.0,67.0,37.0
Maize,sandy,6.77,28.91,57.19,185.71,Kharif,190.0,83.0,62.0
Tomato,sandy_loam,7.77,33.31,84.57,225.91,Rabi,202.0,113.0,87.0
Tomato,sandy,6.38,28.1,82.23,93.2,Rabi,201.0,138.0,116.0
Rice,sandy_loam,6.15,28.33,89.44,87.4,Rabi,88.0,47.0,44.0
Cotton,clay,7.19,22.39,72.67,161.15,Rabi,124.0,54.0,62.0
Wheat,loamy,6.94,32.84,76.64,146.75,Rabi,129.0,56.0,41.0
Sugarcane,loamy,6.79,30.72,78.45,113.57,Kharif,255.0,92.0,104.0
Tomato,loamy,5.35,23.62,50.61,101.64,Kharif,182.0,125.0,104.0
Cotton,loamy,5.0,27.17,58.11,197.99,Kharif,130.0,62.0,54.0
Wheat,loamy,6.87,22.12,79.45,89.07,Kharif,112.0,57.0,43.0
Maize,loamy,6.48,27.41,67.21,195.36,Rabi,170.0,72.0,69.0
Rice,sandy_loam,6.23,19.81,73.62,213.47,Kharif,101.0,44.0,43.0
Maize,sandy_loam,5.93,25.56,50.8,225.74,Kharif,155.0,60.0,53.0
Tomato,clay,5.85,27.47,48.23,114.33,Kharif,187.0,104.0,98.0
Potato,clay,5.72,22.69,45.29,229.85,Kharif,176.0,86.0,115.0
Wheat,loamy,6.49,17.47,60.05,113.65,Kharif,106.0,56.0,40.0
Maize,loamy,6.18,21.2,52.58,112.12,Kharif,141.0,67.0,67.0
Cotton,sandy_loam,6.23,17.16,59.67,194.13,Rabi,102.0,65.0,52.0
Maize,sandy_loam,6.15,29.68,86.9,151.14,Rabi,134.0,74.0,64.0
Sugarcane,loamy,5.95,17.32,87.5,111.14,Rabi,260.0,97.0,103.0
Cotton,loamy,6.89,23.38,60.92,48.07,Rabi,130.0,57.0,62.0
Tomato,sandy,6.49,34.92,64.49,86.15,Kharif,223.0,139.0,102.0
Wheat,sandy,7.6,15.2,78.9,136.75,Kharif,144.0,57.0,49.0
Potato,sandy_loam,6.67,23.99,49.17,59.5,Rabi,181.0,111.0,120.0
Maize,sandy,5.73,18.05,82.96,138.18,Kharif,193.0,68.0,82.0
Sugarcane,sandy_loam,6.25,31.57,63.25,102.08,Rabi,271.0,88.0,93.0
Cotton,sandy_loam,7.12,29.83,74.83,236.71,Kharif,128.0,63.0,66.0
Sugarcane,sandy,6.52,27.52,75.03,93.15,Rabi,258.0,109.0,133.0
Wheat,sandy,7.41,34.73,69.89,57.21,Rabi,122.0,67.0,43.0
Maize,sandy,7.67,24.36,72.87,227.96,Kharif,193.0,82.0,74.0
Wheat,loamy,7.35,23.85,64.26,203.36,Rabi,122.0,60.0,34.0
Wheat,loamy,6.88,17.43,89.3,203.94,Rabi,120.0,60.0,34.0
Rice,loamy,5.89,23.61,48.53,55.67,Rabi,94.0,44.0,53.0
Potato,sandy_loam,7.15,33.09,47.32,94.93,Rabi,203.0,110.0,122.0
Potato,loamy,6.8,28.95,63.2,198.86,Rabi,196.0,96.0,130.0
Wheat,sandy_loam,6.76,23.86,41.71,107.13,Rabi,115.0,51.0,35.0
Wheat,clay,7.88,33.62,79.47,191.91,Rabi,116.0,63.0,35.0
Cotton,clay,5.3,28.65,52.64,122.32,Kharif,122.0,57.0,62.0
Sugarcane,loamy,6.71,16.07,65.49,117.28,Kharif,218.0,112.0,112.0
Sugarcane,clay,5.69,33.41,68.75,233.2,Kharif,230.0,107.0,87.0
Cotton,loamy,6.7,19.76,89.43,145.18,Rabi,134.0,55.0,54.0
Cotton,sandy_loam,6.99,19.32,60.21,202.99,Rabi,121.0,56.0,54.0
Rice,loamy,7.41,20.4,81.25,144.63,Rabi,89.0,53.0,54.0
Potato,sandy_loam,6.88,25.83,72.97,227.65,Rabi,186.0,109.0,115.0
Cotton,loamy,6.55,21.66,53.83,177.75,Kharif,113.0,54.0,63.0
Cotton,loamy,6.47,31.84,63.77,190.84,Rabi,134.0,67.0,53.0
Rice,loamy,7.92,29.44,72.85,198.98,Rabi,108.0,43.0,50.0
Wheat,sandy_loam,6.6,33.62,87.57,115.91,Rabi,110.0,53.0,42.0
Rice,clay,5.5,19.87,53.38,110.49,Rabi,102.0,52.0,46.0
Maize,sandy,6.68,16.19,53.67,234.18,Kharif,183.0,72.0,68.0
Rice,sandy,6.44,34.71,58.84,197.41,Kharif,137.0,61.0,72.0
Potato,loamy,7.5,17.23,88.69,185.6,Rabi,188.0,88.0,117.0
Potato,clay,5.26,25.62,73.95,158.59,Kharif,180.0,102.0,126.0
Potato,clay,7.83,16.88,64.35,71.83,Rabi,189.0,103.0,112.0
Sugarcane,clay,6.81,28.78,41.02,217.21,Kharif,205.0,87.0,88.0
Cotton,loamy,6.5,32.51,45.43,206.26,Rabi,134.0,52.0,61.0
Tomato,clay,5.15,19.42,52.24,110.95,Rabi,149.0,114.0,89.0
Tomato,sandy_loam,7.87,18.46,63.97,52.6,Rabi,186.0,117.0,90.0
Maize,sandy_loam,7.86,20.64,59.1,59.24,Kharif,152.0,70.0,54.0
Cotton,sandy_loam,7.15,19.35,53.2,197.36,Kharif,111.0,55.0,51.0
Maize,sandy,7.43,24.2,85.19,126.07,Rabi,154.0,73.0,65.0
Maize,sandy,5.56,21.92,57.4,138.5,Rabi,149.0,75.0,70.0
Maize,sandy_loam,6.33,32.01,43.83,114.66,Rabi,128.0,69.0,51.0
Potato,sandy_loam,6.45,33.27,79.52,116.99,Rabi,199.0,113.0,126.0
Wheat,clay,5.25,17.39,51.23,145.04,Rabi,114.0,52.0,35.0
Maize,sandy,5.18,21.11,84.83,174.69,Rabi,160.0,78.0,72.0
Tomato,clay,5.44,25.51,82.88,106.89,Kharif,161.0,134.0,86.0
Sugarcane,clay,5.62,25.91,79.75,44.08,Kharif,244.0,92.0,100.0
Tomato,loamy,5.41,21.38,58.7,106.04,Kharif,178.0,104.0,94.0
Sugarcane,sandy,7.62,34.45,78.16,167.77,Rabi,292.0,111.0,109.0
Maize,loamy,7.08,26.84,83.93,114.95,Rabi,159.0,79.0,53.0
Tomato,sandy_loam,7.11,22.71,59.27,163.18,Rabi,166.0,113.0,110.0
Cotton,loamy,6.17,34.96,88.83,241.97,Kharif,123.0,59.0,51.0
Maize,loamy,7.37,29.16,52.71,221.04,Kharif,128.0,77.0,54.0
Tomato,clay,6.95,23.42,88.1,97.58,Kharif,186.0,104.0,102.0
Cotton,loamy,7.5,22.9,68.21,87.81,Rabi,118.0,52.0,63.0
Sugarcane,clay,7.24,27.04,68.25,71.35,Kharif,219.0,87.0,100.0
Tomato,sandy,6.63,16.16,57.95,71.1,Kharif,182.0,131.0,114.0
Cotton,sandy_loam,6.98,18.26,76.72,192.67,Rabi,120.0,63.0,69.0
Wheat,loamy,6.65,27.39,73.17,215.62,Kharif,134.0,60.0,40.0
Wheat,clay,7.51,20.3,62.43,152.92,Rabi,106.0,62.0,38.0
Tomato,sandy_loam,6.94,24.61,43.12,239.81,Kharif,204.0,129.0,90.0
Tomato,sandy_loam,5.89,17.49,64.68,191.12,Rabi,166.0,102.0,109.0
Cotton,clay,6.55,33.1,79.5,230.91,Kharif,125.0,59.0,49.0
Potato,sandy_loam,6.72,19.44,61.27,202.55,Rabi,189.0,90.0,111.0
Maize,loamy,6.07,20.81,70.74,229.58,Kharif,145.0,66.0,64.0
Sugarcane,clay,6.96,27.5,85.21,230.53,Kharif,206.0,101.0,83.0
Sugarcane,sandy,7.5,24.93,71.06,153.38,Rabi,284.0,114.0,126.0
Maize,clay,7.71,19.78,50.33,243.66,Kharif,124.0,79.0,51.0
Rice,loamy,5.31,19.84,89.33,69.92,Rabi,99.0,46.0,48.0
Wheat,loamy,6.94,18.45,83.62,168.75,Kharif,105.0,63.0,43.0
Wheat,sandy,5.17,18.49,75.37,189.47,Kharif,151.0,64.0,54.0
Potato,loamy,5.85,16.71,53.41,107.45,Rabi,206.0,104.0,132.0
Sugarcane,sandy,7.23,26.48,49.71,164.91,Kharif,299.0,94.0,124.0
Potato,sandy,7.85,34.87,68.42,63.76,Kharif,193.0,100.0,163.0
Wheat,sandy,5.16,29.35,63.77,218.31,Rabi,120.0,66.0,51.0
Potato,sandy,7.75,26.17,52.76,46.55,Rabi,225.0,102.0,155.0
Tomato,sandy,5.65,25.25,43.18,227.94,Kharif,210.0,126.0,122.0
Tomato,sandy_loam,6.42,23.86,64.91,131.21,Kharif,159.0,114.0,103.0
Maize,sandy_loam,5.07,18.43,68.24,187.7,Kharif,166.0,67.0,61.0
Cotton,sandy_loam,5.32,17.79,65.63,107.45,Kharif,105.0,51.0,61.0
Cotton,sandy,5.97,18.66,47.16,238.47,Kharif,139.0,62.0,70.0
Maize,loamy,6.23,34.06,83.27,102.27,Kharif,145.0,71.0,59.0
Potato,sandy_loam,7.37,34.09,79.48,217.35,Rabi,180.0,87.0,128.0
Maize,clay,5.21,30.21,64.28,112.01,Rabi,138.0,65.0,47.0
Sugarcane,sandy,6.5,22.67,66.97,119.82,Rabi,284.0,118.0,129.0
Wheat,sandy_loam,6.51,17.99,45.19,65.95,Kharif,127.0,64.0,36.0
Potato,sandy,7.1,20.51,51.64,103.71,Kharif,175.0,103.0,154.0
Potato,loamy,7.92,31.39,43.67,134.33,Rabi,197.0,114.0,110.0
Potato,loamy,7.81,19.41,80.51,214.53,Kharif,180.0,103.0,103.0
Maize,sandy_loam,7.51,21.26,68.51,176.17,Rabi,152.0,77.0,62.0
Maize,sandy,6.63,25.65,43.79,186.63,Kharif,158.0,71.0,75.0
Potato,sandy,5.85,17.7,54.39,170.83,Rabi,218.0,93.0,131.0
Sugarcane,sandy,6.17,15.3,84.91,150.68,Kharif,317.0,122.0,131.0
Potato,sandy,6.63,20.48,51.1,160.92,Kharif,169.0,115.0,144.0
Potato,clay,6.09,19.98,68.64,225.16,Kharif,184.0,98.0,112.0
Wheat,loamy,5.16,15.37,47.18,178.17,Kharif,123.0,68.0,40.0
Wheat,sandy,7.73,19.43,42.81,93.68,Rabi,126.0,60.0,47.0
Maize,clay,5.44,28.98,41.12,219.85,Kharif,140.0,70.0,52.0
Cotton,clay,7.84,19.12,59.11,45.28,Kharif,113.0,61.0,65.0
Maize,loamy,7.9,33.24,87.46,213.41,Kharif,169.0,64.0,69.0
Maize,sandy_loam,6.36,31.35,66.69,111.08,Rabi,140.0,67.0,62.0
Cotton,sandy_loam,7.24,32.41,59.36,177.97,Kharif,119.0,51.0,65.0
Wheat,sandy,6.88,31.17,43.45,110.31,Rabi,139.0,68.0,50.0
Wheat,sandy_loam,5.25,34.86,46.36,55.19,Rabi,107.0,59.0,39.0
Potato,loamy,6.59,24.61,80.35,128.93,Rabi,204.0,87.0,137.0
Sugarcane,sandy,6.55,28.15,65.58,46.0,Rabi,299.0,106.0,132.0
Sugarcane,sandy,5.15,26.07,54.75,68.07,Kharif,332.0,111.0,130.0
Cotton,sandy_loam,6.14,22.21,59.59,206.64,Rabi,120.0,59.0,59.0
Wheat,loamy,7.41,22.7,60.89,49.35,Kharif,117.0,54.0,42.0
Wheat,clay,5.07,21.97,76.09,56.82,Rabi,125.0,61.0,35.0
Tomato,sandy_loam,7.27,17.82,64.56,128.48,Rabi,166.0,133.0,104.0
Tomato,sandy,7.98,29.76,59.63,67.37,Rabi,237.0,145.0,114.0
Tomato,sandy_loam,7.18,15.78,66.55,158.72,Kharif,189.0,116.0,114.0
Potato,loamy,7.56,21.56,43.44,248.32,Kharif,202.0,89.0,109.0
Potato,clay,6.35,22.19,48.33,216.83,Kharif,167.0,88.0,122.0
Tomato,sandy,7.57,31.47,84.67,50.14,Rabi,212.0,139.0,103.0
Maize,sandy,6.81,33.33,42.5,72.61,Rabi,159.0,82.0,79.0
Cotton,sandy_loam,5.14,22.23,77.82,117.47,Kharif,124.0,66.0,55.0
Tomato,sandy,5.36,25.94,87.79,248.79,Rabi,233.0,151.0,106.0
Tomato,sandy_loam,7.94,27.76,49.68,65.03,Kharif,181.0,123.0,96.0
Sugarcane,sandy,5.77,33.51,47.05,243.43,Kharif,295.0,123.0,126.0
Potato,sandy,7.68,23.19,70.69,79.1,Kharif,213.0,112.0,137.0
Potato,sandy_loam,5.28,27.63,83.95,77.44,Rabi,198.0,90.0,122.0
